,person_id,comp_f_min_score,comp_f_min_decile,comp_f_max_score,comp_f_max_decile,comp_r_min_score,comp_r_min_decile,comp_r_max_score,comp_r_max_decile,comp_v_min_score,comp_v_min_decile,comp_v_max_score,comp_v_max_decile
10771,10772,17,2,17,2,0.94,10,0.94,10,-0.92,9,-0.92,9
10772,10773,12,1,12,1,0.27,8,0.27,8,-1.41,7,-1.41,7
10773,10774,12,1,12,1,-1.42,1,-1.42,1,-3.07,1,-3.07,1
10774,10775,16,2,16,2,-2.72,1,-2.72,1,-4.42,1,-4.42,1
10775,10776,25,6,25,6,-0.64,4,-0.64,4,-1.55,6,-1.55,6
10776,10777,14,1,14,1,-0.57,4,-0.57,4,-1.73,6,-1.73,6
10777,10778,15,1,15,1,-1.5,1,-1.5,1,-3.24,1,-3.24,1
10778,10779,23,5,23,5,-0.94,3,-0.94,3,-3.08,1,-3.08,1
10779,10780,13,1,13,1,-2.35,1,-2.35,1,-3.87,1,-3.87,1
10780,10781,13,1,13,1,-1.52,1,-1.52,1,-2.76,2,-2.76,2
10781,10782,28,8,28,8,-1.1,2,-1.1,2,-2.37,3,-2.37,3
10782,10783,11,1,11,1,-2.9,1,-2.9,1,-4.49,1,-4.49,1
10783,10784,25,6,25,6,-1.04,2,-1.04,2,-3.36,1,-3.36,1
10784,10785,11,1,11,1,-1.54,2,-1.54,2,-2.74,2,-2.74,2
10785,10786,19,3,19,3,-1.19,3,-1.19,3,-3.66,1,-3.66,1
10786,10787,24,6,24,6,-0.17,7,-0.17,7,-1.14,8,-0.99,9
10787,10788,11,1,11,1,-1.2,2,-1.2,2,-2.0,4,-2.0,4
10788,10789,25,6,25,6,-0.64,4,-0.64,4,-2.17,4,-2.17,4
10790,10791,19,3,19,3,0.14,8,0.14,8,-2.3,3,-2.3,3
10791,10792,17,2,17,2,-0.87,3,-0.87,3,-2.01,4,-2.01,4
10792,10793,29,9,29,9,-0.31,7,-0.31,7,-2.54,3,-2.54,3
10793,10794,20,3,20,3,-0.31,6,-0.31,6,-2.27,3,-2.27,3
10794,10795,16,2,16,2,-0.45,5,-0.45,5,-2.09,4,-2.09,4
10795,10796,11,1,11,1,-2.3,1,-2.3,1,-3.94,1,-3.94,1
10796,10797,23,5,23,5,0.39,9,0.39,9,-1.51,6,-1.51,6
10797,10798,23,5,23,5,0.19,8,0.19,8,-1.94,5,-1.94,5
10798,10799,12,1,12,1,-0.92,4,-0.92,4,-2.13,4,-2.13,4
10799,10800,11,1,11,1,-1.0,3,-1.0,3,-2.04,4,-2.04,4
10800,10801,11,1,13,1,-0.38,5,0.16,8,-1.48,7,-1.25,8
10801,10802,24,6,24,6,0.52,9,0.52,9,-1.18,8,-1.18,8
10802,10803,12,1,12,1,-1.86,1,-1.86,1,-3.22,1,-3.22,1
10804,10805,18,3,18,3,-0.37,5,-0.37,5,-2.13,4,-2.13,4
10805,10806,11,1,19,3,-0.57,4,0.14,8,-1.92,5,-1.63,6
10806,10807,33,9,33,9,0.39,9,0.39,9,-1.39,7,-1.39,7
10807,10808,13,1,13,1,-0.35,5,-0.35,5,-1.97,5,-1.97,5
10808,10809,20,3,20,3,-1.62,1,-1.62,1,-3.21,1,-3.21,1
10809,10810,15,1,15,1,-0.18,6,-0.18,6,-2.54,3,-2.54,3
10810,10811,24,6,24,6,-0.49,5,-0.49,5,-2.77,2,-2.77,2
10811,10812,36,10,36,10,0.97,10,0.97,10,-1.38,7,-1.38,7
10812,10813,15,1,15,1,-0.33,5,-0.33,5,-2.36,3,-2.36,3
10813,10814,23,5,23,5,-0.58,4,-0.58,4,-3.52,1,-3.52,1
10814,10815,13,1,13,1,-1.45,1,-1.45,1,-2.76,2,-2.76,2
10815,10816,15,1,15,1,-0.31,6,-0.31,6,-1.84,5,-1.84,5
10816,10817,11,1,11,1,-2.31,1,-2.31,1,-3.99,1,-3.99,1
10817,10818,17,2,17,2,-1.15,3,-1.15,3,-3.34,1,-3.34,1
10818,10819,25,6,25,6,0.68,10,0.68,10,-1.05,8,-1.05,8
10819,10820,16,2,16,2,-1.55,1,-1.55,1,-2.9,2,-2.9,2
10820,10821,15,1,15,1,-0.47,5,-0.47,5,-2.31,3,-2.31,3
10821,10822,14,1,14,1,-0.66,4,-0.66,4,-1.54,6,-1.54,6
10822,10823,11,1,11,1,-2.11,1,-2.11,1,-3.67,1,-3.67,1
10823,10824,12,1,12,1,-0.99,4,-0.99,4,-2.48,3,-2.48,3
10824,10825,16,2,16,2,0.16,8,0.16,8,-1.86,5,-1.86,5
10825,10826,32,9,32,9,-0.78,3,-0.78,3,-1.59,6,-1.59,6
10826,10827,13,1,13,1,-1.96,1,-1.96,1,-3.54,1,-3.54,1
10827,10828,15,1,15,1,-2.64,1,-2.64,1,-4.22,1,-4.22,1
10828,10829,18,3,18,3,-0.4,6,-0.4,6,-1.67,6,-1.67,6
10830,10831,21,4,21,4,-0.12,8,-0.12,8,-1.68,6,-1.68,6
10831,10832,17,2,17,2,-0.65,4,-0.65,4,-2.2,4,-2.2,4
10832,10833,13,1,13,1,-0.49,5,-0.49,5,-1.62,6,-1.62,6
10833,10834,13,1,13,1,-2.0,1,-2.0,1,-3.62,1,-3.62,1
10834,10835,17,2,17,2,-0.51,5,-0.51,5,-2.0,4,-2.0,4
10835,10836,12,1,12,1,-0.16,6,-0.16,6,-2.09,4,-2.09,4
10836,10837,20,3,20,3,-0.18,6,-0.18,6,-2.95,1,-2.95,1
10837,10838,20,4,20,4,-0.43,6,-0.43,6,-1.76,5,-1.76,5
10838,10839,18,3,18,3,0.42,9,0.42,9,-1.6,6,-1.6,6
10839,10840,14,1,14,1,-2.53,1,-2.53,1,-3.53,1,-3.53,1
10840,10841,12,1,12,1,-1.58,1,-1.58,1,-2.78,2,-2.78,2
10841,10842,25,6,25,6,-0.13,6,-0.13,6,-0.79,9,-0.79,9
10842,10843,11,1,11,1,-0.82,3,-0.82,3,-1.97,5,-1.97,5
10843,10844,17,2,23,5,0.05,7,0.09,8,-2.76,2,-2.12,4
10844,10845,15,1,15,1,-2.25,1,-2.25,1,-3.97,1,-3.97,1
10846,10847,20,3,20,3,-0.78,3,-0.78,3,-2.54,3,-2.54,3
10847,10848,21,4,21,4,-0.25,6,-0.25,6,-1.6,6,-1.6,6
10848,10849,20,3,20,3,0.07,7,0.07,7,-1.59,6,-1.59,6
10849,10850,27,7,27,7,0.71,10,0.71,10,-0.7,9,-0.7,9
10850,10851,12,1,12,1,-1.06,3,-1.06,3,-2.43,3,-2.43,3
10851,10852,18,3,18,3,-0.95,3,-0.95,3,-2.77,2,-2.77,2
10852,10853,26,7,26,7,0.85,10,0.85,10,-1.26,7,-1.26,7
10853,10854,23,5,23,5,-1.12,2,-1.12,2,-3.25,1,-3.25,1
10854,10855,24,6,24,6,-0.16,6,-0.16,6,-1.4,7,-1.4,7
10855,10856,20,3,20,3,-1.06,2,-1.06,2,-3.21,1,-3.21,1
10856,10857,19,3,19,3,-0.47,6,-0.47,6,-2.04,4,-2.04,4
10857,10858,13,1,13,1,-1.04,2,-1.04,2,-2.28,3,-2.28,3
10858,10859,16,2,16,2,-0.07,8,-0.07,8,-2.19,4,-2.19,4
10859,10860,26,7,26,7,-0.37,5,-0.25,6,-1.32,7,-1.29,7
10860,10861,23,6,23,6,-0.69,5,-0.69,5,-3.42,1,-3.42,1
10862,10863,12,1,12,1,-1.16,2,-1.16,2,-2.93,2,-2.93,2
10863,10864,13,1,13,1,-0.02,7,-0.02,7,-1.31,7,-1.31,7
10864,10865,26,7,26,7,-2.97,1,-2.97,1,-4.34,1,-4.34,1
10865,10866,20,3,20,3,-1.88,1,-1.88,1,-3.11,1,-3.11,1
10866,10867,24,6,24,6,-0.22,6,-0.22,6,-2.33,3,-2.33,3
10867,10868,11,1,11,1,-1.42,2,-1.42,2,-2.63,2,-2.63,2
10868,10869,25,6,25,6,0.72,10,0.72,10,-2.89,2,-2.89,2
10869,10870,23,6,23,6,-0.02,8,-0.02,8,-2.96,1,-2.96,1
10870,10871,14,1,14,1,-1.81,1,-1.81,1,-3.54,1,-3.54,1
10871,10872,18,3,18,3,-1.52,1,-1.52,1,-2.92,2,-2.92,2
10872,10873,16,2,16,2,-0.7,5,-0.7,5,-2.46,3,-2.46,3
10873,10874,13,1,13,1,-0.91,4,-0.91,4,-2.08,4,-2.08,4
10874,10875,13,1,13,1,-0.76,3,-0.76,3,-1.93,5,-1.93,5
10875,10876,16,2,16,2,-1.2,2,-1.2,2,-3.35,1,-3.35,1
10876,10877,15,1,15,1,-0.63,3,-0.63,3,-2.06,4,-2.06,4
10877,10878,23,5,23,5,-0.19,6,-0.19,6,-3.09,1,-3.09,1
10878,10879,11,1,11,1,-2.5,1,-2.5,1,-4.05,1,-4.05,1
10879,10880,17,2,17,2,-2.43,1,-2.43,1,-3.78,1,-3.78,1
10880,10881,38,10,38,10,0.89,10,0.89,10,-0.91,9,-0.91,9
10881,10882,12,1,12,1,-0.89,4,-0.89,4,-2.04,4,-2.04,4
10882,10883,16,2,16,2,-0.66,4,-0.66,4,-2.66,2,-2.66,2
10883,10884,17,2,17,2,-0.27,6,-0.27,6,-1.79,5,-1.79,5
10884,10885,16,2,16,2,-1.3,3,-1.3,3,-3.62,1,-3.62,1
10885,10886,24,6,24,6,-0.32,7,-0.32,7,-2.82,2,-2.82,2
10886,10887,27,7,27,7,0.85,10,0.85,10,-1.69,6,-1.69,6
10887,10888,23,6,23,6,-0.06,8,-0.06,8,-2.17,4,-2.17,4
10888,10889,21,4,21,4,0.04,7,0.04,7,-2.23,4,-2.23,4
10889,10890,27,7,27,7,0.91,10,0.91,10,-0.2,10,-0.2,10
10890,10891,19,3,19,3,-0.5,5,-0.5,5,-2.63,2,-2.63,2
10892,10893,18,3,18,3,-1.2,2,-1.2,2,-3.67,1,-3.67,1
10893,10894,20,3,20,3,-0.63,4,-0.63,4,-2.13,4,-2.13,4
10894,10895,20,4,20,4,-0.06,8,-0.06,8,-2.62,2,-2.62,2
10895,10896,27,7,27,7,-0.29,6,-0.29,6,-1.54,6,-1.54,6
10896,10897,17,2,17,2,0.13,8,0.13,8,-1.35,7,-1.35,7
10898,10899,12,1,12,1,-0.46,5,-0.46,5,-1.85,5,-1.85,5
10900,10901,12,1,12,1,-1.96,1,-1.96,1,-3.78,1,-3.78,1
10901,10902,16,2,16,2,-1.59,2,-1.59,2,-3.07,1,-3.07,1
10902,10903,15,1,15,1,0.66,10,0.66,10,-0.39,10,-0.39,10
10903,10904,13,1,13,1,-2.2,1,-2.2,1,-3.82,1,-3.82,1
10904,10905,19,3,19,3,-0.74,4,-0.74,4,-2.74,2,-2.74,2
10905,10906,33,9,33,9,0.2,8,0.2,8,-1.85,5,-1.85,5
10906,10907,14,1,14,1,-0.76,5,-0.76,5,-2.72,2,-2.72,2
10907,10908,15,1,15,1,0.88,10,0.88,10,-0.54,10,-0.54,10
10908,10909,31,9,31,9,1.31,10,1.31,10,0.25,10,0.25,10
10909,10910,24,6,24,6,-0.15,6,-0.15,6,-1.86,5,-1.86,5
10910,10911,19,3,19,3,-0.53,4,-0.53,4,-2.3,3,-2.3,3
10911,10912,15,1,15,1,-1.19,2,-1.19,2,-2.2,4,-2.2,4
10912,10913,13,1,13,1,-0.01,7,-0.01,7,-1.36,7,-1.36,7
10913,10914,17,2,17,2,-0.47,5,-0.47,5,-2.38,3,-2.38,3
10914,10915,16,2,16,2,-1.6,2,-1.6,2,-3.19,1,-3.19,1
10916,10917,27,7,27,7,-0.34,5,-0.34,5,-2.36,3,-2.36,3
10917,10918,15,1,15,1,-0.84,3,-0.84,3,-2.64,2,-2.64,2
10918,10919,16,2,16,2,-0.29,6,-0.29,6,-2.45,3,-2.45,3
10919,10920,21,4,21,4,-0.34,5,-0.34,5,-1.84,5,-1.84,5
10920,10921,14,1,14,1,-1.08,2,-1.08,2,-2.32,3,-2.32,3
10921,10922,23,5,23,5,-1.75,1,-1.75,1,-3.81,1,-3.81,1
10922,10923,15,1,15,1,-1.67,1,-1.67,1,-3.11,1,-3.11,1
10923,10924,14,1,14,1,-1.19,2,-1.19,2,-3.09,1,-3.09,1
10924,10925,14,1,14,1,-1.16,2,-1.16,2,-2.61,2,-2.61,2
10925,10926,32,9,32,9,0.08,7,0.08,7,-1.79,5,-1.79,5
10926,10927,15,1,15,1,-0.28,6,-0.28,6,-1.84,5,-1.84,5
10927,10928,29,8,29,8,-0.49,5,-0.49,5,-2.29,3,-2.29,3
10929,10930,24,6,30,8,-0.05,7,-0.02,7,-1.62,6,-1.56,6
10930,10931,14,1,14,1,-1.0,3,-1.0,3,-2.62,2,-2.62,2
10931,10932,18,3,18,3,-1.0,3,-1.0,3,-2.66,2,-2.66,2
10932,10933,11,1,11,1,-2.18,1,-2.18,1,-3.61,1,-3.61,1
10933,10934,13,1,13,1,-1.91,1,-1.91,1,-3.5,1,-3.5,1
10934,10935,18,3,18,3,0.45,9,0.45,9,-1.77,5,-1.77,5
10935,10936,15,1,15,1,-0.17,6,-0.17,6,-1.8,5,-1.8,5
10936,10937,15,1,15,1,0.18,8,0.18,8,-1.4,7,-1.4,7
10937,10938,11,1,11,1,-2.9,1,-2.9,1,-4.5,1,-4.5,1
10938,10939,13,1,13,1,-2.37,1,-2.37,1,-3.37,1,-3.37,1
10939,10940,26,7,26,7,0.59,9,0.59,9,-1.26,7,-1.26,7
10940,10941,15,1,15,1,-0.59,4,-0.59,4,-2.38,3,-2.38,3
10941,10942,18,3,18,3,-0.47,5,-0.47,5,-1.4,7,-1.4,7
10942,10943,15,1,15,1,-2.04,1,-2.04,1,-3.89,1,-3.89,1
10943,10944,17,2,17,2,-0.47,6,-0.47,6,-2.61,2,-2.61,2
10944,10945,14,1,14,1,0.23,8,0.23,8,-1.44,7,-1.44,7
10945,10946,19,3,19,3,-0.4,5,-0.4,5,-1.08,8,-1.08,8
10946,10947,33,9,33,9,0.58,9,0.58,9,-2.38,3,-2.38,3
10947,10948,23,5,23,5,-0.87,3,-0.87,3,-3.38,1,-3.38,1
10948,10949,16,2,16,2,0.51,9,0.51,9,-0.74,9,-0.74,9
10949,10950,21,4,21,4,-1.61,1,-1.61,1,-4.04,1,-4.04,1
10950,10951,13,1,13,1,-0.86,3,-0.86,3,-1.87,5,-1.87,5
10951,10952,16,2,16,2,-1.2,2,-1.2,2,-3.03,1,-3.03,1
10953,10954,20,4,20,4,-0.31,7,-0.31,7,-1.59,6,-1.59,6
10954,10955,19,3,19,3,-1.61,2,-1.61,2,-3.18,1,-3.18,1
10955,10956,11,1,11,1,-2.63,1,-2.63,1,-4.31,1,-4.31,1
10956,10957,35,10,35,10,-0.24,6,-0.24,6,-2.44,3,-2.44,3
10957,10958,15,1,15,1,-0.45,6,-0.45,6,-3.18,1,-3.18,1
10958,10959,23,5,23,5,-0.6,4,-0.6,4,-3.3,1,-3.3,1
10959,10960,12,1,12,1,-0.53,6,-0.53,6,-2.31,3,-2.31,3
10960,10961,16,2,16,2,-1.61,1,-1.61,1,-3.53,1,-3.53,1
10961,10962,15,1,15,1,-0.56,6,-0.56,6,-2.38,3,-2.38,3
10962,10963,18,3,18,3,-0.56,4,-0.54,4,-2.6,2,-2.57,2
10963,10964,20,3,20,3,-0.69,4,-0.69,4,-2.67,2,-2.67,2
10964,10965,20,3,26,7,-0.71,4,-0.65,4,-2.81,2,-2.56,2
10965,10966,15,1,15,1,-1.57,1,-1.57,1,-3.21,1,-3.21,1
10966,10967,16,2,16,2,-1.3,2,-1.3,2,-2.88,2,-2.88,2
10967,10968,18,3,18,3,-0.15,6,-0.15,6,-1.49,7,-1.49,7
10968,10969,12,1,18,3,-0.97,3,-0.48,5,-2.19,4,-2.16,4
10969,10970,16,2,16,2,-0.97,3,-0.97,3,-2.2,4,-2.2,4
10970,10971,29,8,29,8,-1.22,2,-1.22,2,-3.64,1,-3.64,1
10971,10972,13,1,13,1,-1.1,2,-1.1,2,-2.99,1,-2.99,1
10972,10973,21,4,21,4,0.15,8,0.15,8,-0.67,9,-0.67,9
10973,10974,24,6,24,6,-0.31,6,-0.31,6,-2.31,3,-2.31,3
10974,10975,19,3,19,3,-1.22,2,-1.22,2,-2.4,3,-2.4,3
10975,10976,13,1,13,1,-1.79,1,-1.79,1,-3.11,1,-3.11,1
10976,10977,30,8,30,8,-0.01,7,-0.01,7,-2.01,4,-2.01,4
10977,10978,14,1,14,1,-0.86,3,-0.86,3,-2.05,4,-2.05,4
10978,10979,13,1,13,1,-2.03,1,-2.03,1,-3.55,1,-3.55,1
10979,10980,19,3,19,3,-1.31,2,-1.31,2,-2.66,2,-2.66,2
10980,10981,15,1,15,1,-0.49,5,-0.49,5,-2.54,3,-2.54,3
10981,10982,14,1,14,1,0.22,8,0.22,8,-1.72,6,-1.72,6
10982,10983,19,3,19,3,-0.55,4,-0.55,4,-2.24,3,-2.24,3
10983,10984,15,1,15,1,-0.21,7,-0.21,7,-1.46,7,-1.46,7
10984,10985,26,7,26,7,0.79,10,0.79,10,-1.42,7,-1.42,7
10985,10986,11,1,11,1,-2.3,1,-2.3,1,-3.79,1,-3.79,1
10986,10987,14,1,14,1,-1.15,2,-1.15,2,-2.37,3,-2.37,3
10987,10988,18,3,18,3,-0.9,3,-0.9,3,-3.31,1,-3.31,1
10988,10989,17,2,17,2,-0.58,4,-0.58,4,-2.46,3,-2.46,3
10989,10990,20,3,20,3,0.79,10,0.79,10,-0.67,9,-0.67,9
10990,10991,13,1,13,1,-1.22,2,-1.22,2,-2.66,2,-2.66,2
10991,10992,18,3,18,3,-0.13,6,-0.13,6,-1.32,7,-1.32,7
10992,10993,20,4,20,4,-0.32,7,-0.32,7,-2.34,3,-2.34,3
10993,10994,11,1,11,1,-1.11,2,-1.11,2,-2.66,2,-2.66,2
10994,10995,13,1,13,1,0.4,9,0.4,9,-0.76,9,-0.76,9
10995,10996,14,1,14,1,0.05,7,0.05,7,-1.86,5,-1.86,5
10996,10997,15,1,15,1,-0.79,3,-0.79,3,-1.9,5,-1.9,5
10997,10998,17,2,17,2,-0.56,6,-0.56,6,-2.09,4,-2.09,4
10998,10999,16,2,16,2,-2.52,1,-2.52,1,-4.11,1,-4.11,1
10999,11000,11,1,11,1,-1.5,2,-1.5,2,-2.92,2,-2.92,2
11000,11001,16,2,16,2,-0.85,4,-0.85,4,-2.12,4,-2.12,4
11001,11002,18,3,18,3,0.5,9,0.5,9,-3.2,1,-3.2,1
11002,11003,13,1,13,1,-1.85,1,-1.85,1,-3.69,1,-3.69,1
11003,11004,29,8,29,8,-1.02,2,-1.02,2,-2.52,3,-2.52,3
11004,11005,24,6,24,6,-0.38,5,-0.38,5,-2.61,2,-2.61,2
11005,11006,12,1,12,1,-1.61,2,-1.61,2,-2.61,2,-2.61,2
11006,11007,16,2,16,2,0.17,8,0.17,8,-1.67,6,-1.67,6
11007,11008,21,4,21,4,0.18,8,0.18,8,-1.72,6,-1.72,6
11008,11009,18,3,18,3,0.2,8,0.2,8,-2.65,2,-2.65,2
11009,11010,28,8,28,8,0.07,7,0.07,7,-1.49,7,-1.49,7
11010,11011,22,5,22,5,-0.2,6,-0.2,6,-2.14,4,-2.14,4
11011,11012,35,10,35,10,0.37,9,0.37,9,-2.66,2,-2.66,2
11012,11013,18,3,18,3,-0.93,3,-0.93,3,-3.1,1,-3.1,1
11013,11014,34,10,34,10,0.81,10,0.81,10,-2.48,3,-2.48,3
11014,11015,18,3,18,3,-0.4,5,-0.4,5,-2.75,2,-2.75,2
11015,11016,13,1,13,1,-1.71,1,-1.71,1,-3.24,1,-3.24,1
11016,11017,14,1,14,1,-1.36,2,-1.36,2,-3.45,1,-3.45,1
11017,11018,22,5,22,5,-0.04,7,-0.04,7,-1.43,7,-1.43,7
11018,11019,14,1,14,1,-2.53,1,-2.53,1,-3.86,1,-3.86,1
11020,11021,11,1,12,1,-0.93,3,-0.53,4,-1.8,5,-1.8,5
11021,11022,13,1,13,1,-0.5,6,-0.5,6,-1.79,5,-1.79,5
11023,11024,19,3,19,3,0.34,9,0.34,9,-1.55,6,-1.55,6
11024,11025,17,2,17,2,-0.26,6,-0.26,6,-1.64,6,-1.64,6
11025,11026,19,3,19,3,-0.87,3,-0.87,3,-2.86,2,-2.86,2
11026,11027,17,2,17,2,-1.07,2,-1.07,2,-3.48,1,-3.48,1
11027,11028,34,10,34,10,0.34,9,0.34,9,-1.88,5,-1.88,5
11028,11029,17,2,17,2,-0.25,6,-0.25,6,-2.75,2,-2.75,2
11029,11030,14,1,14,1,-2.05,1,-2.05,1,-3.45,1,-3.45,1
11030,11031,16,2,16,2,-1.99,1,-1.99,1,-3.62,1,-3.62,1
11031,11032,14,1,14,1,-1.53,1,-1.53,1,-2.87,2,-2.87,2
11032,11033,15,1,17,2,0.51,9,0.64,10,-1.64,6,-1.64,6
11033,11034,14,1,14,1,-0.12,7,-0.12,7,-1.8,5,-1.8,5
11035,11036,20,3,20,3,-0.27,6,-0.27,6,-1.65,6,-1.65,6
11036,11037,19,3,19,3,-0.89,3,-0.89,3,-2.89,2,-2.89,2
11037,11038,28,8,28,8,0.34,9,0.34,9,-1.61,6,-1.61,6
11038,11039,11,1,11,1,-1.65,2,-1.65,2,-2.96,1,-2.96,1
11039,11040,17,2,17,2,-1.29,2,-1.29,2,-3.56,1,-3.56,1
11040,11041,13,1,13,1,-0.81,5,-0.81,5,-2.68,2,-2.68,2
11041,11042,18,3,18,3,-1.65,2,-1.65,2,-3.02,1,-3.02,1
11042,11043,17,2,17,2,2.36,10,2.36,10,-1.15,8,-1.15,8
11043,11044,15,1,15,1,-1.27,2,-1.27,2,-3.72,1,-3.72,1
11044,11045,12,1,12,1,-0.52,4,-0.52,4,-2.17,4,-2.17,4
11045,11046,13,1,13,1,-0.77,3,-0.77,3,-1.49,7,-1.49,7
11046,11047,11,1,11,1,-0.39,5,-0.39,5,-1.44,7,-1.44,7
11048,11049,16,2,16,2,-0.79,3,-0.79,3,-2.82,2,-2.82,2
11049,11050,22,5,22,5,0.43,9,0.43,9,-1.72,6,-1.72,6
11050,11051,22,5,22,5,0.06,7,0.06,7,-1.48,7,-1.48,7
11051,11052,17,2,17,2,0.87,10,0.87,10,-0.52,10,-0.52,10
11052,11053,13,1,13,1,0.17,8,0.17,8,-1.1,8,-1.1,8
11053,11054,14,1,21,4,0.75,10,0.77,10,-1.06,8,-0.81,9
11055,11056,18,3,18,3,-2.49,1,-2.49,1,-4.06,1,-4.06,1
11056,11057,15,1,15,1,-0.72,4,-0.72,4,-1.8,5,-1.8,5
11057,11058,22,5,23,5,-0.26,6,0.06,7,-2.37,3,-1.78,5
11058,11059,14,1,14,1,-0.96,3,-0.96,3,-3.15,1,-3.15,1
11059,11060,12,1,12,1,-1.27,3,-1.27,3,-2.56,2,-2.56,2
11060,11061,21,4,21,4,-0.54,4,-0.54,4,-1.55,6,-1.55,6
11061,11062,21,4,21,4,-1.09,2,-1.09,2,-2.89,2,-2.89,2
11062,11063,21,4,21,4,-0.32,7,-0.32,7,-2.77,2,-2.77,2
11063,11064,15,1,15,1,-0.64,4,-0.64,4,-1.93,5,-1.93,5
11064,11065,27,7,27,7,0.4,9,0.4,9,-1.42,7,-1.42,7
11065,11066,18,3,18,3,-1.1,2,-1.1,2,-3.38,1,-3.38,1
11066,11067,22,5,22,5,-1.81,1,-1.81,1,-3.38,1,-3.38,1
11067,11068,22,5,22,5,-1.43,1,-1.43,1,-3.44,1,-3.44,1
11068,11069,21,4,21,4,0.58,9,0.58,9,-1.88,5,-1.88,5
11069,11070,20,3,22,5,0.22,9,0.32,9,-0.8,9,-0.72,9
11070,11071,17,2,17,2,-1.28,3,-1.28,3,-2.51,3,-2.51,3
11071,11072,11,1,11,1,-1.11,3,-1.11,3,-2.21,4,-2.21,4
11072,11073,14,1,14,1,-2.38,1,-2.38,1,-4.14,1,-4.14,1
11073,11074,26,7,26,7,0.53,9,0.53,9,-1.08,8,-1.08,8
11074,11075,18,3,18,3,0.53,9,0.53,9,-1.21,8,-1.21,8
11076,11077,20,3,20,3,-0.47,5,-0.47,5,-3.1,1,-3.1,1
11077,11078,22,5,22,5,0.61,9,0.61,9,-0.6,10,-0.6,10
11078,11079,24,6,24,6,-0.08,8,-0.08,8,-2.44,3,-2.44,3
11079,11080,12,1,12,1,-1.02,2,-1.02,2,-2.36,3,-2.36,3
11080,11081,19,3,19,3,-0.01,7,-0.01,7,-2.24,3,-2.24,3
11081,11082,13,1,13,1,-2.55,1,-2.55,1,-4.12,1,-4.12,1
11082,11083,13,1,13,1,-1.9,1,-1.9,1,-3.4,1,-3.4,1
11083,11084,32,9,32,9,0.45,10,0.45,10,-1.32,7,-1.32,7
11084,11085,19,3,19,3,-1.93,1,-1.93,1,-3.93,1,-3.93,1
11085,11086,17,2,17,2,0.69,10,0.69,10,-1.37,7,-1.37,7
11086,11087,12,1,12,1,-1.21,2,-1.21,2,-2.56,2,-2.56,2
11087,11088,13,1,13,1,-1.93,1,-1.93,1,-3.55,1,-3.55,1
11088,11089,17,2,17,2,-0.45,5,-0.45,5,-2.75,2,-2.75,2
11089,11090,11,1,11,1,-2.53,1,-2.53,1,-4.08,1,-4.08,1
11090,11091,21,4,21,4,-1.04,3,-1.04,3,-2.58,2,-2.58,2
11091,11092,22,5,22,5,-0.67,4,-0.67,4,-2.61,2,-2.61,2
11092,11093,12,1,12,1,-2.17,1,-2.17,1,-3.75,1,-3.75,1
11093,11094,17,2,17,2,-0.75,3,-0.75,3,-2.66,2,-2.66,2
11094,11095,13,1,13,1,-1.61,1,-1.61,1,-2.96,1,-2.96,1
11095,11096,12,1,12,1,-1.88,1,-1.88,1,-3.33,1,-3.33,1
11096,11097,12,1,12,1,0.02,7,0.02,7,-1.47,7,-1.47,7
11097,11098,19,3,19,3,-0.15,6,-0.15,6,-2.75,2,-2.75,2
11098,11099,21,4,21,4,-0.49,6,-0.49,6,-2.34,3,-2.34,3
11099,11100,22,5,22,5,0.26,8,0.26,8,-1.84,5,-1.84,5
11100,11101,13,1,13,1,-1.97,1,-1.97,1,-3.66,1,-3.66,1
11101,11102,20,4,20,4,-0.55,6,-0.55,6,-2.03,4,-2.03,4
11102,11103,12,1,12,1,-1.44,1,-1.44,1,-2.74,2,-2.74,2
11103,11104,15,1,15,1,-2.1,1,-2.1,1,-3.51,1,-3.51,1
11104,11105,19,3,19,3,-0.27,6,-0.27,6,-1.92,5,-1.92,5
11105,11106,21,4,21,4,-1.0,3,-1.0,3,-2.4,3,-2.4,3
11106,11107,25,7,25,7,0.2,9,0.2,9,-1.7,6,-1.7,6
11107,11108,13,1,13,1,-0.22,6,-0.22,6,-1.74,5,-1.74,5
11108,11109,20,3,20,3,-1.12,2,-1.12,2,-2.75,2,-2.75,2
11109,11110,12,1,12,1,-1.41,1,-1.41,1,-2.96,1,-2.96,1
11110,11111,14,1,14,1,-0.3,6,-0.3,6,-1.35,7,-1.35,7
11111,11112,15,1,15,1,-1.98,1,-1.98,1,-3.85,1,-3.85,1
11112,11113,14,1,14,1,-0.45,6,-0.45,6,-2.17,4,-2.17,4
11113,11114,13,1,13,1,-0.53,4,-0.53,4,-2.43,3,-2.43,3
11114,11115,23,6,23,6,-0.13,8,-0.13,8,-1.44,7,-1.44,7
11115,11116,12,1,12,1,-0.15,6,-0.15,6,-1.46,7,-1.46,7
11116,11117,12,1,12,1,-1.74,1,-1.7,1,-2.52,3,-2.48,3
11117,11118,14,1,14,1,-0.71,5,-0.71,5,-2.56,2,-2.56,2
11118,11119,14,1,14,1,0.38,9,0.38,9,-1.41,7,-1.41,7
11119,11120,11,1,11,1,-1.16,3,-1.16,3,-2.25,3,-2.25,3
11120,11121,15,1,15,1,-1.0,3,-1.0,3,-2.33,3,-2.33,3
