Fiscal Year,Region,Age Group,Race Ethnicity,Gender,Alleged Victims in Initial Investigation,Alleged Victims in Repeat Investigation,Recidivism
2014,7-Austin,65 and Older,Anglo,Female,1855,333,0.1795
2014,7-Austin,65 and Older,Anglo,Male,1140,187,0.164
2014,7-Austin,65 and Older,Anglo,Unknown,6,1,0.1667
2014,7-Austin,65 and Older,Asian,Female,29,1,0.0345
2014,7-Austin,65 and Older,Asian,Male,3,0,0
2014,7-Austin,65 and Older,Hispanic,Female,373,76,0.2038
2014,7-Austin,65 and Older,Hispanic,Male,202,32,0.1584
2014,7-Austin,65 and Older,Hispanic,Unknown,1,0,0
2014,7-Austin,65 and Older,Native American,Female,5,0,0
2014,7-Austin,65 and Older,Native American,Male,5,0,0
2014,7-Austin,65 and Older,Other,Female,225,23,0.1022
2014,7-Austin,65 and Older,Other,Male,150,16,0.1067
2014,7-Austin,65 and Older,Other,Unknown,11,1,0.0909
2014,7-Austin,Under 18,Hispanic,Female,1,0,0
2014,7-Austin,Unknown,Other,Male,1,1,1
2014,8-San Antonio,18-64 with Disability,African American,Female,270,41,0.1519
2014,8-San Antonio,18-64 with Disability,African American,Male,172,22,0.1279
2014,8-San Antonio,18-64 with Disability,Anglo,Female,765,123,0.1608
2014,8-San Antonio,18-64 with Disability,Anglo,Male,580,88,0.1517
2014,8-San Antonio,18-64 with Disability,Anglo,Unknown,3,0,0
2014,8-San Antonio,18-64 with Disability,Asian,Female,9,1,0.1111
2014,8-San Antonio,18-64 with Disability,Asian,Male,5,0,0
2014,8-San Antonio,18-64 with Disability,Hispanic,Female,878,119,0.1355
2014,8-San Antonio,18-64 with Disability,Hispanic,Male,778,97,0.1247
2014,8-San Antonio,18-64 with Disability,Hispanic,Unknown,3,0,0
2014,8-San Antonio,18-64 with Disability,Native American,Female,9,4,0.4444
2014,8-San Antonio,18-64 with Disability,Native American,Male,4,1,0.25
2014,8-San Antonio,18-64 with Disability,Other,Female,111,14,0.1261
2014,8-San Antonio,18-64 with Disability,Other,Male,115,8,0.0696
2014,8-San Antonio,18-64 with Disability,Other,Unknown,6,0,0
2014,8-San Antonio,65 and Older,African American,Female,275,56,0.2036
2014,8-San Antonio,65 and Older,African American,Male,171,33,0.193
2014,8-San Antonio,65 and Older,African American,Unknown,1,0,0
2014,8-San Antonio,65 and Older,Anglo,Female,1366,251,0.1837
2014,8-San Antonio,65 and Older,Anglo,Male,860,143,0.1663
2014,8-San Antonio,65 and Older,Anglo,Unknown,4,0,0
2014,8-San Antonio,65 and Older,Asian,Female,38,6,0.1579
2014,8-San Antonio,65 and Older,Asian,Male,10,3,0.3
2014,8-San Antonio,65 and Older,Hispanic,Female,1656,268,0.1618
2014,8-San Antonio,65 and Older,Hispanic,Male,879,131,0.149
2014,8-San Antonio,65 and Older,Hispanic,Unknown,6,0,0
2014,8-San Antonio,65 and Older,Native American,Female,6,3,0.5
2014,8-San Antonio,65 and Older,Native American,Male,3,0,0
2014,8-San Antonio,65 and Older,Other,Female,292,24,0.0822
2014,8-San Antonio,65 and Older,Other,Male,170,17,0.1
2014,8-San Antonio,65 and Older,Other,Unknown,1,0,0
2014,8-San Antonio,Under 18,Hispanic,Male,2,0,0
2014,8-San Antonio,Unknown,Other,Female,1,0,0
2014,8-San Antonio,Unknown,Unknown,Unknown,1,0,0
2014,9-Midland,18-64 with Disability,African American,Female,76,19,0.25
2014,9-Midland,18-64 with Disability,African American,Male,52,10,0.1923
2014,9-Midland,18-64 with Disability,Anglo,Female,313,61,0.1949
2014,9-Midland,18-64 with Disability,Anglo,Male,280,50,0.1786
2014,9-Midland,18-64 with Disability,Anglo,Unknown,1,0,0
2014,9-Midland,18-64 with Disability,Hispanic,Female,183,30,0.1639
2014,9-Midland,18-64 with Disability,Hispanic,Male,163,20,0.1227
2014,9-Midland,18-64 with Disability,Native American,Female,1,0,0
2014,9-Midland,18-64 with Disability,Native American,Male,1,0,0
2014,9-Midland,18-64 with Disability,Other,Female,30,4,0.1333
2014,9-Midland,18-64 with Disability,Other,Male,23,3,0.1304
2014,9-Midland,18-64 with Disability,Other,Unknown,1,0,0
2014,9-Midland,65 and Older,African American,Female,80,17,0.2125
2014,9-Midland,65 and Older,African American,Male,34,4,0.1176
2014,9-Midland,65 and Older,Anglo,Female,456,65,0.1425
2014,9-Midland,65 and Older,Anglo,Male,325,72,0.2215
2014,9-Midland,65 and Older,Anglo,Unknown,1,0,0
2014,9-Midland,65 and Older,Asian,Female,3,0,0
2014,9-Midland,65 and Older,Hispanic,Female,221,38,0.1719
2014,9-Midland,65 and Older,Hispanic,Male,187,32,0.1711
2014,9-Midland,65 and Older,Native American,Female,1,0,0
2014,9-Midland,65 and Older,Native American,Male,1,0,0
2014,9-Midland,65 and Older,Other,Female,41,6,0.1463
2014,9-Midland,65 and Older,Other,Male,34,2,0.0588
2014,9-Midland,65 and Older,Other,Unknown,1,0,0
2014,9-Midland,Under 18,Anglo,Female,1,0,0
2014,10-El Paso,18-64 with Disability,African American,Female,22,6,0.2727
2014,10-El Paso,18-64 with Disability,African American,Male,21,3,0.1429
2014,10-El Paso,18-64 with Disability,Anglo,Female,84,13,0.1548
2014,10-El Paso,18-64 with Disability,Anglo,Male,93,15,0.1613
2014,10-El Paso,18-64 with Disability,Asian,Female,4,0,0
2014,10-El Paso,18-64 with Disability,Asian,Male,1,1,1
2014,10-El Paso,18-64 with Disability,Hispanic,Female,346,53,0.1532
2014,10-El Paso,18-64 with Disability,Hispanic,Male,295,47,0.1593
2014,10-El Paso,18-64 with Disability,Hispanic,Unknown,1,1,1
2014,10-El Paso,18-64 with Disability,Native American,Female,1,0,0
2014,10-El Paso,18-64 with Disability,Native American,Male,2,0,0
2014,10-El Paso,18-64 with Disability,Other,Female,27,3,0.1111
2014,10-El Paso,18-64 with Disability,Other,Male,25,3,0.12
2014,10-El Paso,18-64 with Disability,Other,Unknown,1,0,0
2014,10-El Paso,65 and Older,African American,Female,27,3,0.1111
2014,10-El Paso,65 and Older,African American,Male,22,0,0
2014,10-El Paso,65 and Older,Anglo,Female,226,44,0.1947
2014,10-El Paso,65 and Older,Anglo,Male,150,21,0.14
2014,10-El Paso,65 and Older,Anglo,Unknown,2,0,0
2014,10-El Paso,65 and Older,Asian,Female,9,2,0.2222
2014,10-El Paso,65 and Older,Hispanic,Female,833,110,0.1321
2014,10-El Paso,65 and Older,Hispanic,Male,511,76,0.1487
2014,10-El Paso,65 and Older,Hispanic,Unknown,4,0,0
2014,10-El Paso,65 and Older,Native American,Female,1,0,0
2014,10-El Paso,65 and Older,Native American,Male,2,0,0
2014,10-El Paso,65 and Older,Other,Female,66,4,0.0606
2014,10-El Paso,65 and Older,Other,Male,45,2,0.0444
2014,10-El Paso,65 and Older,Other,Unknown,1,0,0
2014,11-Edinburg,18-64 with Disability,African American,Female,38,8,0.2105
2014,11-Edinburg,18-64 with Disability,African American,Male,35,7,0.2
2014,11-Edinburg,18-64 with Disability,Anglo,Female,325,59,0.1815
2014,11-Edinburg,18-64 with Disability,Anglo,Male,271,47,0.1734
2014,11-Edinburg,18-64 with Disability,Anglo,Unknown,2,0,0
2014,11-Edinburg,18-64 with Disability,Asian,Female,3,0,0
2014,11-Edinburg,18-64 with Disability,Asian,Male,1,0,0
2014,11-Edinburg,18-64 with Disability,Hispanic,Female,969,138,0.1424
2014,11-Edinburg,18-64 with Disability,Hispanic,Male,951,148,0.1556
2014,11-Edinburg,18-64 with Disability,Hispanic,Unknown,7,0,0
2014,11-Edinburg,18-64 with Disability,Native American,Male,2,0,0
2014,11-Edinburg,18-64 with Disability,Other,Female,55,2,0.0364
2014,11-Edinburg,18-64 with Disability,Other,Male,78,7,0.0897
2014,11-Edinburg,18-64 with Disability,Other,Unknown,1,0,0
2014,11-Edinburg,65 and Older,African American,Female,38,5,0.1316
2014,11-Edinburg,65 and Older,African American,Male,44,9,0.2045
2014,11-Edinburg,65 and Older,Anglo,Female,554,110,0.1986
2014,11-Edinburg,65 and Older,Anglo,Male,433,77,0.1778
2014,11-Edinburg,65 and Older,Anglo,Unknown,1,0,0
2014,11-Edinburg,65 and Older,Asian,Female,8,2,0.25
2014,11-Edinburg,65 and Older,Asian,Male,1,1,1
2014,11-Edinburg,65 and Older,Hispanic,Female,1823,257,0.141
2014,11-Edinburg,65 and Older,Hispanic,Male,1305,168,0.1287
2014,11-Edinburg,65 and Older,Hispanic,Unknown,9,0,0
2014,11-Edinburg,65 and Older,Native American,Female,4,0,0
2014,11-Edinburg,65 and Older,Native American,Male,1,0,0
2014,11-Edinburg,65 and Older,Other,Female,128,9,0.0703
2014,11-Edinburg,65 and Older,Other,Male,109,7,0.0642
2014,11-Edinburg,65 and Older,Other,Unknown,2,0,0
2014,11-Edinburg,Under 18,Anglo,Female,1,0,0
2014,11-Edinburg,Under 18,Hispanic,Female,2,0,0
2014,11-Edinburg,Under 18,Hispanic,Male,1,0,0
2014,Out of State,18-64 with Disability,African American,Female,1,0,0
2014,Out of State,18-64 with Disability,Anglo,Female,2,1,0.5
2014,Out of State,18-64 with Disability,Anglo,Male,8,0,0
2014,Out of State,18-64 with Disability,Hispanic,Female,1,0,0
2014,Out of State,18-64 with Disability,Hispanic,Male,1,0,0
2014,Out of State,18-64 with Disability,Other,Female,1,0,0
2014,Out of State,65 and Older,African American,Female,1,0,0
2014,Out of State,65 and Older,African American,Male,2,0,0
2014,Out of State,65 and Older,Anglo,Female,9,2,0.2222
2014,Out of State,65 and Older,Anglo,Male,17,1,0.0588
2014,Out of State,65 and Older,Hispanic,Female,2,0,0
2014,Out of State,65 and Older,Hispanic,Male,1,0,0
2014,Out of State,65 and Older,Other,Female,4,1,0.25
2014,Out of State,65 and Older,Other,Male,3,0,0
2014,None Specified,18-64 with Disability,Hispanic,Male,1,1,1
2014,None Specified,65 and Older,Anglo,Female,1,0,0
2013,1-Lubbock,18-64 with Disability,African American,Female,204,64,0.3137
2013,1-Lubbock,18-64 with Disability,African American,Male,145,37,0.2552
2013,1-Lubbock,18-64 with Disability,African American,Unknown,1,0,0
2013,1-Lubbock,18-64 with Disability,Anglo,Female,449,90,0.2004
2013,1-Lubbock,18-64 with Disability,Anglo,Male,346,64,0.185
2013,1-Lubbock,18-64 with Disability,Asian,Male,2,0,0
2013,1-Lubbock,18-64 with Disability,Hispanic,Female,258,54,0.2093
2013,1-Lubbock,18-64 with Disability,Hispanic,Male,228,45,0.1974
2013,1-Lubbock,18-64 with Disability,Hispanic,Unknown,1,0,0
2013,1-Lubbock,18-64 with Disability,Native American,Female,9,3,0.3333
2013,1-Lubbock,18-64 with Disability,Native American,Male,2,0,0
2013,1-Lubbock,18-64 with Disability,Other,Female,34,5,0.1471
2013,1-Lubbock,18-64 with Disability,Other,Male,30,6,0.2
2013,1-Lubbock,65 and Older,African American,Female,164,39,0.2378
2013,1-Lubbock,65 and Older,African American,Male,102,20,0.1961
2013,1-Lubbock,65 and Older,Anglo,Female,667,132,0.1979
2013,1-Lubbock,65 and Older,Anglo,Male,445,58,0.1303
2013,1-Lubbock,65 and Older,Asian,Female,5,1,0.2
2013,1-Lubbock,65 and Older,Asian,Male,4,0,0
2013,1-Lubbock,65 and Older,Hispanic,Female,375,67,0.1787
2013,1-Lubbock,65 and Older,Hispanic,Male,232,45,0.194
2013,1-Lubbock,65 and Older,Hispanic,Unknown,1,0,0
2013,1-Lubbock,65 and Older,Native American,Female,3,1,0.3333
2013,1-Lubbock,65 and Older,Other,Female,65,5,0.0769
2013,1-Lubbock,65 and Older,Other,Male,59,4,0.0678
2013,1-Lubbock,65 and Older,Other,Unknown,1,0,0
2013,1-Lubbock,Unknown,Anglo,Male,1,0,0
2013,1-Lubbock,Unknown,Other,Male,1,0,0
2013,2-Abilene,18-64 with Disability,African American,Female,123,27,0.2195
2013,2-Abilene,18-64 with Disability,African American,Male,70,13,0.1857
2013,2-Abilene,18-64 with Disability,Anglo,Female,623,124,0.199
2013,2-Abilene,18-64 with Disability,Anglo,Male,478,86,0.1799
2013,2-Abilene,18-64 with Disability,Asian,Female,3,0,0
2013,2-Abilene,18-64 with Disability,Asian,Male,1,0,0
2013,2-Abilene,18-64 with Disability,Hispanic,Female,92,22,0.2391
2013,2-Abilene,18-64 with Disability,Hispanic,Male,104,23,0.2212
2013,2-Abilene,18-64 with Disability,Hispanic,Unknown,1,1,1
2013,2-Abilene,18-64 with Disability,Native American,Female,4,1,0.25
2013,2-Abilene,18-64 with Disability,Native American,Male,3,1,0.3333
2013,2-Abilene,18-64 with Disability,Other,Female,41,4,0.0976
2013,2-Abilene,18-64 with Disability,Other,Male,37,0,0
2013,2-Abilene,18-64 with Disability,Other,Unknown,1,0,0
2013,2-Abilene,65 and Older,African American,Female,110,22,0.2
2013,2-Abilene,65 and Older,African American,Male,59,14,0.2373
2013,2-Abilene,65 and Older,Anglo,Female,986,201,0.2039
2013,2-Abilene,65 and Older,Anglo,Male,587,121,0.2061
2013,2-Abilene,65 and Older,Anglo,Unknown,2,0,0
2013,2-Abilene,65 and Older,Asian,Female,4,3,0.75
2013,2-Abilene,65 and Older,Hispanic,Female,142,22,0.1549
2013,2-Abilene,65 and Older,Hispanic,Male,89,17,0.191
2013,2-Abilene,65 and Older,Native American,Female,5,0,0
2013,2-Abilene,65 and Older,Native American,Male,1,0,0
2013,2-Abilene,65 and Older,Other,Female,78,8,0.1026
2013,2-Abilene,65 and Older,Other,Male,45,6,0.1333
2013,2-Abilene,65 and Older,Other,Unknown,2,0,0
2013,3-Arlington,18-64 with Disability,African American,Female,855,142,0.1661
2013,3-Arlington,18-64 with Disability,African American,Male,615,75,0.122
2013,3-Arlington,18-64 with Disability,African American,Unknown,4,0,0
2013,3-Arlington,18-64 with Disability,Anglo,Female,1680,259,0.1542
2013,3-Arlington,18-64 with Disability,Anglo,Male,1188,169,0.1423
2013,3-Arlington,18-64 with Disability,Anglo,Unknown,5,2,0.4
2013,3-Arlington,18-64 with Disability,Asian,Female,37,6,0.1622
2013,3-Arlington,18-64 with Disability,Asian,Male,27,2,0.0741
2013,3-Arlington,18-64 with Disability,Hispanic,Female,251,33,0.1315
2013,3-Arlington,18-64 with Disability,Hispanic,Male,243,34,0.1399
2013,3-Arlington,18-64 with Disability,Native American,Female,7,0,0
2013,3-Arlington,18-64 with Disability,Native American,Male,5,1,0.2
2013,3-Arlington,18-64 with Disability,Other,Female,213,24,0.1127
2013,3-Arlington,18-64 with Disability,Other,Male,187,20,0.107
2013,3-Arlington,18-64 with Disability,Other,Unknown,3,0,0
2013,3-Arlington,65 and Older,African American,Female,952,154,0.1618
2013,3-Arlington,65 and Older,African American,Male,542,78,0.1439
2013,3-Arlington,65 and Older,African American,Unknown,1,0,0
2013,3-Arlington,65 and Older,Anglo,Female,3303,540,0.1635
2013,3-Arlington,65 and Older,Anglo,Male,1737,254,0.1462
2013,3-Arlington,65 and Older,Anglo,Unknown,16,2,0.125
2013,3-Arlington,65 and Older,Asian,Female,46,3,0.0652
2013,3-Arlington,65 and Older,Asian,Male,13,0,0
2013,3-Arlington,65 and Older,Hispanic,Female,371,47,0.1267
2013,3-Arlington,65 and Older,Hispanic,Male,228,28,0.1228
2013,3-Arlington,65 and Older,Hispanic,Unknown,2,0,0
2013,3-Arlington,65 and Older,Native American,Female,14,2,0.1429
2013,3-Arlington,65 and Older,Native American,Male,7,0,0
2013,3-Arlington,65 and Older,Other,Female,456,34,0.0746
2013,3-Arlington,65 and Older,Other,Male,235,19,0.0809
2013,3-Arlington,65 and Older,Other,Unknown,9,1,0.1111
2013,3-Arlington,Unknown,Anglo,Male,2,0,0
2013,3-Arlington,Unknown,Hispanic,Female,1,0,0
2013,3-Arlington,Unknown,Other,Male,1,0,0
2013,4-Tyler,18-64 with Disability,African American,Female,276,31,0.1123
2013,4-Tyler,18-64 with Disability,African American,Male,184,26,0.1413
2013,4-Tyler,18-64 with Disability,African American,Unknown,1,0,0
2013,4-Tyler,18-64 with Disability,Anglo,Female,623,81,0.13
2013,4-Tyler,18-64 with Disability,Anglo,Male,452,44,0.0973
2013,4-Tyler,18-64 with Disability,Anglo,Unknown,1,0,0
2013,4-Tyler,18-64 with Disability,Asian,Female,1,1,1
2013,4-Tyler,18-64 with Disability,Asian,Male,1,0,0
2013,4-Tyler,18-64 with Disability,Hispanic,Female,28,2,0.0714
2013,4-Tyler,18-64 with Disability,Hispanic,Male,29,2,0.069
2013,4-Tyler,18-64 with Disability,Other,Female,50,4,0.08
2013,4-Tyler,18-64 with Disability,Other,Male,71,5,0.0704
2013,4-Tyler,18-64 with Disability,Other,Unknown,1,0,0
2013,4-Tyler,65 and Older,African American,Female,366,70,0.1913
2013,4-Tyler,65 and Older,African American,Male,189,32,0.1693
2013,4-Tyler,65 and Older,African American,Unknown,1,0,0
2013,4-Tyler,65 and Older,Anglo,Female,1153,156,0.1353
2013,4-Tyler,65 and Older,Anglo,Male,664,98,0.1476
2013,4-Tyler,65 and Older,Anglo,Unknown,1,0,0
2013,4-Tyler,65 and Older,Asian,Female,2,2,1
2013,4-Tyler,65 and Older,Hispanic,Female,38,6,0.1579
2013,4-Tyler,65 and Older,Hispanic,Male,27,3,0.1111
2013,4-Tyler,65 and Older,Native American,Female,8,3,0.375
2013,4-Tyler,65 and Older,Native American,Male,1,0,0
2013,4-Tyler,65 and Older,Other,Female,163,15,0.092
2013,4-Tyler,65 and Older,Other,Male,78,6,0.0769
2013,4-Tyler,Unknown,Anglo,Male,1,0,0
2013,5-Beaumont,18-64 with Disability,African American,Female,313,34,0.1086
2013,5-Beaumont,18-64 with Disability,African American,Male,232,32,0.1379
2013,5-Beaumont,18-64 with Disability,African American,Unknown,1,0,0
2013,5-Beaumont,18-64 with Disability,Anglo,Female,415,55,0.1325
2013,5-Beaumont,18-64 with Disability,Anglo,Male,354,38,0.1073
2013,5-Beaumont,18-64 with Disability,Anglo,Unknown,1,0,0
2013,5-Beaumont,18-64 with Disability,Asian,Female,5,2,0.4
2013,5-Beaumont,18-64 with Disability,Asian,Male,4,0,0
2013,5-Beaumont,18-64 with Disability,Hispanic,Female,14,3,0.2143
2013,5-Beaumont,18-64 with Disability,Hispanic,Male,23,0,0
2013,5-Beaumont,18-64 with Disability,Native American,Male,1,0,0
2013,5-Beaumont,18-64 with Disability,Other,Female,46,1,0.0217
2013,5-Beaumont,18-64 with Disability,Other,Male,54,5,0.0926
2013,5-Beaumont,65 and Older,African American,Female,352,69,0.196
2013,5-Beaumont,65 and Older,African American,Male,208,32,0.1538
2013,5-Beaumont,65 and Older,African American,Unknown,1,0,0
2013,5-Beaumont,65 and Older,Anglo,Female,772,130,0.1684
2013,5-Beaumont,65 and Older,Anglo,Male,474,71,0.1498
2013,5-Beaumont,65 and Older,Anglo,Unknown,1,0,0
2013,5-Beaumont,65 and Older,Asian,Female,1,0,0
2013,5-Beaumont,65 and Older,Asian,Male,2,0,0
2013,5-Beaumont,65 and Older,Hispanic,Female,28,5,0.1786
2013,5-Beaumont,65 and Older,Hispanic,Male,16,2,0.125
2013,5-Beaumont,65 and Older,Native American,Female,1,1,1
2013,5-Beaumont,65 and Older,Native American,Male,4,1,0.25
2013,5-Beaumont,65 and Older,Other,Female,90,7,0.0778
2013,5-Beaumont,65 and Older,Other,Male,63,4,0.0635
2013,5-Beaumont,Under 18,Anglo,Female,1,0,0
2013,5-Beaumont,Unknown,Anglo,Male,1,0,0
2013,5-Beaumont,Unknown,Other,Female,1,0,0
2013,6-Houston,18-64 with Disability,African American,Female,1135,127,0.1119
2013,6-Houston,18-64 with Disability,African American,Male,876,88,0.1005
2013,6-Houston,18-64 with Disability,African American,Unknown,2,0,0
2013,6-Houston,18-64 with Disability,Anglo,Female,1115,150,0.1345
2013,6-Houston,18-64 with Disability,Anglo,Male,919,125,0.136
2013,6-Houston,18-64 with Disability,Anglo,Unknown,9,1,0.1111
2013,6-Houston,18-64 with Disability,Asian,Female,28,1,0.0357
2013,6-Houston,18-64 with Disability,Asian,Male,33,2,0.0606
2013,6-Houston,18-64 with Disability,Hispanic,Female,364,48,0.1319
2013,6-Houston,18-64 with Disability,Hispanic,Male,317,33,0.1041
2013,6-Houston,18-64 with Disability,Hispanic,Unknown,2,0,0
2013,6-Houston,18-64 with Disability,Native American,Female,6,1,0.1667
2013,6-Houston,18-64 with Disability,Native American,Male,3,0,0
2013,6-Houston,18-64 with Disability,Other,Female,200,16,0.08
2013,6-Houston,18-64 with Disability,Other,Male,169,12,0.071
2013,6-Houston,18-64 with Disability,Other,Unknown,5,0,0
2013,6-Houston,65 and Older,African American,Female,1483,222,0.1497
2013,6-Houston,65 and Older,African American,Male,723,98,0.1355
2013,6-Houston,65 and Older,African American,Unknown,4,1,0.25
2013,6-Houston,65 and Older,Anglo,Female,2131,330,0.1549
2013,6-Houston,65 and Older,Anglo,Male,1288,178,0.1382
2013,6-Houston,65 and Older,Anglo,Unknown,6,1,0.1667
2013,6-Houston,65 and Older,Asian,Female,68,9,0.1324
2013,6-Houston,65 and Older,Asian,Male,35,7,0.2
2013,6-Houston,65 and Older,Hispanic,Female,592,87,0.147
2013,6-Houston,65 and Older,Hispanic,Male,379,45,0.1187
2013,6-Houston,65 and Older,Hispanic,Unknown,4,0,0
2013,6-Houston,65 and Older,Native American,Female,17,1,0.0588
2013,6-Houston,65 and Older,Native American,Male,6,2,0.3333
2013,6-Houston,65 and Older,Other,Female,396,28,0.0707
2013,6-Houston,65 and Older,Other,Male,232,16,0.069
2013,6-Houston,65 and Older,Other,Unknown,15,3,0.2
2013,6-Houston,Under 18,African American,Male,1,0,0
2013,6-Houston,Under 18,Anglo,Female,1,0,0
2013,6-Houston,Unknown,Anglo,Female,1,0,0
2013,6-Houston,Unknown,Other,Male,1,0,0
2013,7-Austin,18-64 with Disability,African American,Female,436,65,0.1491
2013,7-Austin,18-64 with Disability,African American,Male,299,41,0.1371
2013,7-Austin,18-64 with Disability,Anglo,Female,907,136,0.1499
2013,7-Austin,18-64 with Disability,Anglo,Male,661,93,0.1407
2013,7-Austin,18-64 with Disability,Anglo,Unknown,3,0,0
2013,7-Austin,18-64 with Disability,Asian,Female,9,1,0.1111
2013,7-Austin,18-64 with Disability,Asian,Male,15,0,0
2013,7-Austin,18-64 with Disability,Hispanic,Female,246,31,0.126
2013,7-Austin,18-64 with Disability,Hispanic,Male,212,25,0.1179
2013,7-Austin,18-64 with Disability,Hispanic,Unknown,1,0,0
2013,7-Austin,18-64 with Disability,Native American,Female,5,1,0.2
2013,7-Austin,18-64 with Disability,Other,Female,109,12,0.1101
2013,7-Austin,18-64 with Disability,Other,Male,88,6,0.0682
2013,7-Austin,18-64 with Disability,Other,Unknown,5,0,0
2013,7-Austin,65 and Older,African American,Female,406,68,0.1675
2013,7-Austin,65 and Older,African American,Male,240,43,0.1792
2013,7-Austin,65 and Older,African American,Unknown,2,0,0
2013,7-Austin,65 and Older,Anglo,Female,1599,278,0.1739
2013,7-Austin,65 and Older,Anglo,Male,1020,186,0.1824
2013,7-Austin,65 and Older,Anglo,Unknown,4,0,0
2013,7-Austin,65 and Older,Asian,Female,31,8,0.2581
2013,7-Austin,65 and Older,Asian,Male,11,0,0
2013,7-Austin,65 and Older,Hispanic,Female,352,69,0.196
2013,7-Austin,65 and Older,Hispanic,Male,212,29,0.1368
2013,7-Austin,65 and Older,Hispanic,Unknown,3,0,0
2013,7-Austin,65 and Older,Native American,Female,5,1,0.2
2013,7-Austin,65 and Older,Other,Female,195,23,0.1179
2013,7-Austin,65 and Older,Other,Male,110,14,0.1273
2013,7-Austin,65 and Older,Other,Unknown,6,1,0.1667
2013,7-Austin,Under 18,Anglo,Female,1,0,0
2013,7-Austin,Unknown,Other,Unknown,4,0,0
2013,8-San Antonio,18-64 with Disability,African American,Female,203,32,0.1576
2013,8-San Antonio,18-64 with Disability,African American,Male,145,18,0.1241
2013,8-San Antonio,18-64 with Disability,Anglo,Female,660,90,0.1364
2013,8-San Antonio,18-64 with Disability,Anglo,Male,508,96,0.189
2013,8-San Antonio,18-64 with Disability,Anglo,Unknown,1,0,0
2013,8-San Antonio,18-64 with Disability,Asian,Female,12,1,0.0833
2013,8-San Antonio,18-64 with Disability,Asian,Male,3,0,0
2013,8-San Antonio,18-64 with Disability,Hispanic,Female,765,129,0.1686
2013,8-San Antonio,18-64 with Disability,Hispanic,Male,717,87,0.1213
2013,8-San Antonio,18-64 with Disability,Hispanic,Unknown,2,0,0
2013,8-San Antonio,18-64 with Disability,Native American,Female,6,0,0
2013,8-San Antonio,18-64 with Disability,Native American,Male,3,1,0.3333
2013,8-San Antonio,18-64 with Disability,Other,Female,109,8,0.0734
2013,8-San Antonio,18-64 with Disability,Other,Male,123,10,0.0813
2013,8-San Antonio,18-64 with Disability,Other,Unknown,1,0,0
2013,8-San Antonio,65 and Older,African American,Female,260,48,0.1846
2013,8-San Antonio,65 and Older,African American,Male,137,19,0.1387
2013,8-San Antonio,65 and Older,African American,Unknown,1,0,0
2013,8-San Antonio,65 and Older,Anglo,Female,1223,180,0.1472
2013,8-San Antonio,65 and Older,Anglo,Male,793,120,0.1513
2013,8-San Antonio,65 and Older,Anglo,Unknown,3,0,0
2013,8-San Antonio,65 and Older,Asian,Female,21,4,0.1905
2013,8-San Antonio,65 and Older,Asian,Male,5,0,0
2013,8-San Antonio,65 and Older,Hispanic,Female,1518,211,0.139
2013,8-San Antonio,65 and Older,Hispanic,Male,870,129,0.1483
2013,8-San Antonio,65 and Older,Hispanic,Unknown,6,0,0
2013,8-San Antonio,65 and Older,Native American,Female,4,2,0.5
2013,8-San Antonio,65 and Older,Native American,Male,5,2,0.4
2013,8-San Antonio,65 and Older,Other,Female,263,21,0.0798
2013,8-San Antonio,65 and Older,Other,Male,158,9,0.057
2013,8-San Antonio,65 and Older,Other,Unknown,5,0,0
2013,8-San Antonio,Under 18,African American,Female,1,0,0
2013,8-San Antonio,Under 18,Hispanic,Female,1,0,0
2013,8-San Antonio,Unknown,Hispanic,Male,2,1,0.5
2013,9-Midland,18-64 with Disability,African American,Female,61,15,0.2459
2013,9-Midland,18-64 with Disability,African American,Male,54,6,0.1111
2013,9-Midland,18-64 with Disability,Anglo,Female,301,56,0.186
2013,9-Midland,18-64 with Disability,Anglo,Male,224,33,0.1473
2013,9-Midland,18-64 with Disability,Asian,Male,1,0,0
2013,9-Midland,18-64 with Disability,Hispanic,Female,150,22,0.1467
2013,9-Midland,18-64 with Disability,Hispanic,Male,153,23,0.1503
2013,9-Midland,18-64 with Disability,Native American,Female,1,1,1
2013,9-Midland,18-64 with Disability,Native American,Male,2,1,0.5
2013,9-Midland,18-64 with Disability,Other,Female,28,3,0.1071
2013,9-Midland,18-64 with Disability,Other,Male,21,0,0
2013,9-Midland,65 and Older,African American,Female,64,19,0.2969
2013,9-Midland,65 and Older,African American,Male,32,5,0.1563
2013,9-Midland,65 and Older,Anglo,Female,421,74,0.1758
2013,9-Midland,65 and Older,Anglo,Male,280,58,0.2071
2013,9-Midland,65 and Older,Anglo,Unknown,4,0,0
2013,9-Midland,65 and Older,Asian,Female,1,0,0
2013,9-Midland,65 and Older,Hispanic,Female,257,36,0.1401
2013,9-Midland,65 and Older,Hispanic,Male,176,25,0.142
2013,9-Midland,65 and Older,Hispanic,Unknown,1,0,0
2013,9-Midland,65 and Older,Native American,Female,1,0,0
2013,9-Midland,65 and Older,Native American,Male,1,1,1
2013,9-Midland,65 and Older,Other,Female,42,1,0.0238
2013,9-Midland,65 and Older,Other,Male,31,5,0.1613
2013,9-Midland,65 and Older,Other,Unknown,1,0,0
2013,9-Midland,Unknown,Hispanic,Male,1,0,0
2013,10-El Paso,18-64 with Disability,African American,Female,16,4,0.25
2013,10-El Paso,18-64 with Disability,African American,Male,20,2,0.1
2013,10-El Paso,18-64 with Disability,African American,Unknown,1,0,0
