,gender_male,age_at_release,gang_affiliated,supervision_risk_score_first,education_level,dependents,prison_years,prior_arrest_episodes_felony,prior_arrest_episodes_misd,prior_arrest_episodes_violent,prior_arrest_episodes_property,prior_arrest_episodes_drug,prior_arrest_episodes_ppviolationcharges,prior_arrest_episodes_dvcharges,prior_arrest_episodes_guncharges,condition_mh_sa,condition_cog_ed,condition_other,violations_electronicmonitoring,violations_instruction,violations_failtoreport,violations_movewithoutpermission,delinquency_reports,program_attendances,residence_changes,avg_days_per_drugtest,drugtests_thc_positive,drugtests_cocaine_positive,drugtests_meth_positive,drugtests_other_positive,percent_days_employed,recidivism_within_3years
17451,0,43-47,0,4.0,at least some college,0,less than 1 year,3,6,0,4,0,2,0,0,1,0,0,0,0,0,0,0,6,0,91.2,0.0,0.0,0.0,0.0,0.114035088,0
17452,1,23-27,0,7.0,less than hs diploma,0,1-2 years,6,5,0,2,5,0,0,0,1,1,1,0,0,1,0,0,0,1,26.375,0.0,0.0,0.0,0.0,0.890995261,1
17453,1,28-32,0,5.0,at least some college,0,less than 1 year,3,1,0,0,2,1,0,1,0,0,0,0,0,0,0,4,0,1,60.85714286,0.0,0.0,0.0,0.0,1.0,0
17454,0,23-27,0,6.0,high school diploma,0,greater than 2 to 3 years,1,6,2,0,1,4,0,0,1,1,0,0,0,0,0,0,0,1,24.46153846,0.0,0.0,0.0,0.0,0.210691824,1
17455,1,23-27,1,7.0,high school diploma,2,more than 3 years,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,7,3,72.55555556,0.055555556,0.0,0.0,0.0,0.562787136,0
17456,1,28-32,0,7.0,less than hs diploma,0,1-2 years,4,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,47.92307692,0.0,0.0,0.0,0.0,0.979133226,0
17457,1,28-32,0,4.0,less than hs diploma,2,less than 1 year,5,5,0,2,1,2,0,0,1,0,0,0,0,0,0,3,10,0,12.41666667,0.083333336,0.0,0.083333336,0.083333336,0.127516779,1
17458,1,23-27,0,9.0,high school diploma,0,1-2 years,4,3,1,1,4,1,0,0,1,0,1,0,0,0,0,3,0,1,20.4375,0.0625,0.0,0.0625,0.0,1.0,1
17459,1,28-32,0,6.0,high school diploma,0,more than 3 years,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,0,10.62264151,0.0,0.0,0.0,0.0,0.312611012,0
17460,1,23-27,1,6.0,less than hs diploma,0,more than 3 years,3,1,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.995884774,0
17461,1,18-22,0,9.0,less than hs diploma,0,more than 3 years,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,10,1,28.88,0.159999996,0.0,0.0,0.0,0.289473684,1
17462,1,23-27,0,10.0,high school diploma,3,less than 1 year,9,6,0,5,1,5,0,0,1,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17463,1,48 or older,0,3.0,less than hs diploma,3,more than 3 years,4,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,88.0,0.0,0.0,0.0,0.0,0.0,0
17464,0,43-47,0,3.0,high school diploma,3,greater than 2 to 3 years,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,46.0,0.0,0.0,0.0,0.0,0.833333333,0
17465,1,18-22,1,9.0,less than hs diploma,0,less than 1 year,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,0.0,0.0,0.0,0.0,0.256535948,1
17466,1,28-32,0,6.0,less than hs diploma,2,less than 1 year,3,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17467,1,48 or older,0,3.0,high school diploma,0,less than 1 year,3,5,0,5,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
17468,0,28-32,0,8.0,at least some college,2,1-2 years,4,3,0,0,3,1,0,0,1,1,0,0,0,1,1,4,10,2,19.34482759,0.068965517,0.0,0.034482758,0.034482758,0.069518717,1
17469,1,43-47,0,3.0,high school diploma,2,more than 3 years,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
17470,1,23-27,0,9.0,less than hs diploma,3,1-2 years,3,5,2,0,3,2,0,1,1,1,1,1,0,1,0,3,10,0,58.23076923,0.0,0.0,0.0,0.0,0.723910172,1
17471,1,18-22,0,9.0,less than hs diploma,1,1-2 years,3,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,10,1,217.6,0.200000003,0.0,0.200000003,0.0,0.631433824,1
17472,1,33-37,0,6.0,high school diploma,2,1-2 years,10,6,2,2,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17473,1,23-27,0,7.0,less than hs diploma,1,1-2 years,3,1,0,3,0,1,0,0,1,1,1,0,0,0,0,0,10,2,25.36666667,0.0,0.0,0.0,0.0,0.446780552,1
17474,1,23-27,0,8.0,at least some college,0,1-2 years,2,4,0,0,5,1,0,0,1,0,0,0,0,0,0,0,5,0,62.5,0.1875,0.0,0.0,0.0,0.903,1
17475,1,23-27,0,5.0,less than hs diploma,1,greater than 2 to 3 years,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,78.0,0.0,0.0,0.0,0.0,0.923076923,0
17476,1,23-27,0,7.0,high school diploma,1,greater than 2 to 3 years,2,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,2,0,28.66666667,0.0,0.0,0.0,0.0,0.845930233,1
17477,1,23-27,1,5.0,high school diploma,1,less than 1 year,4,6,0,2,3,2,0,0,1,1,1,0,0,0,0,0,2,2,35.5,0.0,0.0,0.0,0.0,0.79342723,1
17478,1,18-22,1,6.0,less than hs diploma,1,more than 3 years,3,0,0,3,0,0,0,1,1,1,1,1,1,0,0,4,7,3,20.68181818,0.045454547,0.0,0.0,0.0,0.224175824,1
17479,0,28-32,0,5.0,less than hs diploma,0,greater than 2 to 3 years,4,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,4,2,84.72727273,0.0,0.090909094,0.0,0.0,0.909871245,0
17480,1,18-22,1,10.0,high school diploma,2,1-2 years,4,2,2,2,0,1,0,1,0,1,1,0,0,1,0,4,1,1,10.07142857,0.214285716,0.0,0.0,0.0,0.0,1
17481,1,28-32,0,7.0,high school diploma,3,less than 1 year,4,6,3,2,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
17482,1,23-27,0,8.0,less than hs diploma,1,less than 1 year,10,6,2,5,3,5,0,0,1,0,0,0,0,0,0,2,6,0,22.4375,0.0,0.0625,0.0,0.0,0.0,1
17483,1,18-22,1,10.0,high school diploma,0,more than 3 years,5,4,1,2,0,5,0,1,1,1,1,0,0,1,0,1,9,0,33.75,0.5,0.0,0.0,0.0,0.0,1
17484,1,23-27,0,5.0,high school diploma,2,less than 1 year,5,1,0,0,2,4,0,0,1,0,0,0,1,0,0,0,2,0,113.875,0.625,0.0,0.0,0.0,0.377607025,1
17485,1,18-22,0,9.0,high school diploma,0,less than 1 year,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,4,5,0,17.39285714,0.107142858,0.0,0.035714287,0.071428575,0.909650924,1
17486,1,18-22,1,7.0,less than hs diploma,1,greater than 2 to 3 years,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.19375,1
17487,1,28-32,0,6.0,high school diploma,2,greater than 2 to 3 years,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,55.0,0.0,0.0,0.0,0.0,1.0,0
17488,1,23-27,1,7.0,less than hs diploma,1,less than 1 year,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61.66666667,0.0,0.0,0.0,0.0,0.0,1
17489,1,28-32,0,9.0,high school diploma,3,less than 1 year,5,6,0,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,23.5,0.375,0.0,0.0,0.0,0.218085106,1
17490,1,28-32,0,8.0,less than hs diploma,0,greater than 2 to 3 years,4,1,1,1,2,0,0,0,1,1,0,0,1,1,1,1,6,1,91.21428571,0.0,0.0,0.0,0.0,0.0,1
17491,1,23-27,0,7.0,less than hs diploma,2,less than 1 year,6,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17492,1,38-42,0,9.0,less than hs diploma,1,greater than 2 to 3 years,10,4,1,4,0,4,0,0,1,1,0,0,1,1,0,4,2,1,212.0,0.0,0.5,0.0,0.5,0.0,1
17493,1,28-32,0,5.0,high school diploma,0,less than 1 year,5,3,1,0,5,0,0,0,1,0,0,0,0,0,0,0,6,0,38.4,0.200000003,0.0,0.0,0.0,0.213541667,1
17494,0,38-42,0,4.0,at least some college,1,greater than 2 to 3 years,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,38.0,0.0,0.0,0.0,0.0,1.0,0
17495,1,23-27,0,7.0,at least some college,1,1-2 years,6,2,0,1,4,2,0,0,1,1,0,0,1,0,0,0,6,1,52.1,0.0,0.0,0.0,0.0,0.664107486,1
17496,1,33-37,0,6.0,less than hs diploma,3,1-2 years,10,2,1,1,2,4,0,1,0,1,1,1,1,0,0,3,3,2,36.0,0.333333343,0.0,0.0,0.0,0.314814815,1
17497,1,23-27,0,8.0,high school diploma,0,less than 1 year,3,2,0,1,2,2,0,0,1,0,0,0,0,0,0,0,8,0,11.41666667,0.083333336,0.0,0.0,0.0,0.328467153,1
17498,1,23-27,1,8.0,less than hs diploma,0,less than 1 year,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,4,10,0,10.875,0.125,0.0,0.041666668,0.0,0.0,1
17499,1,23-27,0,5.0,at least some college,3,less than 1 year,3,4,0,0,2,3,0,0,1,0,0,0,0,0,0,0,6,0,27.5,0.0,0.0,0.0,0.0,1.0,1
17500,1,18-22,0,10.0,high school diploma,3,1-2 years,2,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,10,3,162.8571429,0.142857149,0.0,0.0,0.142857149,0.705263158,0
17501,1,38-42,0,3.0,less than hs diploma,3,1-2 years,4,6,2,0,0,5,0,0,1,0,1,0,0,0,0,0,10,0,101.3333333,0.0,0.0,0.0,0.0,0.0,1
17502,0,38-42,0,10.0,high school diploma,3,1-2 years,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,55.94117647,0.0,0.0,0.0,0.0,0.969505783,0
17503,0,18-22,0,6.0,high school diploma,2,less than 1 year,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17504,1,28-32,0,5.0,at least some college,3,less than 1 year,3,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,9,0,263.8333333,0.0,0.0,0.0,0.0,0.133291219,0
17505,0,48 or older,0,4.0,high school diploma,0,1-2 years,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.8,0.0,0.0,0.0,0.0,1.0,0
17506,1,38-42,0,4.0,less than hs diploma,1,greater than 2 to 3 years,9,6,3,0,0,5,1,1,0,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.200706298,1
17507,1,18-22,1,7.0,high school diploma,3,greater than 2 to 3 years,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,84.25,0.0,0.0,0.0,0.0,1.0,1
17508,1,33-37,0,6.0,less than hs diploma,0,less than 1 year,6,6,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1
17509,1,23-27,0,8.0,less than hs diploma,0,more than 3 years,2,2,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
17510,1,23-27,1,6.0,less than hs diploma,0,less than 1 year,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,77.2,0.0,0.0,0.0,0.0,0.0,1
17511,1,23-27,0,7.0,less than hs diploma,0,less than 1 year,3,3,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,55.0,0.0,0.0,0.0,0.0,1.0,0
17512,1,23-27,0,10.0,at least some college,0,1-2 years,3,1,1,0,1,1,1,0,1,1,0,0,1,1,1,4,1,1,53.90909091,0.272727281,0.363636374,0.0,0.0,1.0,0
17513,1,23-27,1,7.0,high school diploma,3,less than 1 year,3,2,3,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
17514,1,28-32,0,6.0,less than hs diploma,1,greater than 2 to 3 years,2,6,0,5,0,3,0,0,0,1,1,0,0,0,0,0,0,1,123.0,0.0,0.0,0.0,0.0,0.964769648,0
17515,1,23-27,0,10.0,at least some college,1,greater than 2 to 3 years,4,1,2,1,0,0,0,1,0,0,1,1,1,0,0,4,0,0,34.33333333,0.166666672,0.0,0.0,0.0,1.0,0
17516,1,18-22,1,7.0,high school diploma,3,greater than 2 to 3 years,1,4,2,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,49.5,0.0,0.0,0.0,0.0,0.562289562,0
17517,1,23-27,0,8.0,high school diploma,1,less than 1 year,4,6,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,8.888888889,0.0,0.0,0.0,0.0,0.0,1
17518,1,18-22,1,7.0,less than hs diploma,3,more than 3 years,1,1,0,2,0,0,0,0,1,1,1,1,0,0,0,4,0,1,65.8,0.0,0.0,0.0,0.0,0.279635258,1
17519,1,23-27,1,8.0,less than hs diploma,3,1-2 years,2,2,1,1,1,0,0,0,1,1,1,0,0,0,0,3,3,0,36.83333333,0.166666672,0.0,0.0,0.0,0.0,1
17520,1,23-27,0,9.0,high school diploma,0,less than 1 year,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,11.42857143,0.142857149,0.0,0.0,0.0,1.0,1
17521,1,33-37,0,5.0,less than hs diploma,1,more than 3 years,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,3,0,0,86.11538462,0.0,0.0,0.0,0.0,0.714604734,0
17522,1,28-32,0,6.0,high school diploma,1,1-2 years,6,6,1,5,1,4,1,0,1,0,0,0,0,0,0,0,6,0,10.5,0.0,0.0,0.0,0.0,0.147619048,1
17523,1,23-27,0,6.0,high school diploma,0,less than 1 year,2,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
17524,1,23-27,0,9.0,high school diploma,0,1-2 years,5,4,0,3,4,2,0,0,1,0,1,0,0,0,0,0,0,1,17.62068966,0.0,0.0,0.0,0.0,0.829745597,1
17525,1,23-27,0,8.0,high school diploma,2,more than 3 years,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,3,37.25,0.0,0.0,0.0,0.0,0.775838926,1
17526,1,28-32,0,6.0,high school diploma,2,1-2 years,3,6,3,2,2,3,1,0,1,1,1,1,0,0,0,2,10,2,6.313432836,0.029850746,0.0,0.014925373,0.0,1.0,0
17527,0,33-37,0,8.0,high school diploma,0,greater than 2 to 3 years,6,4,1,4,0,3,0,0,1,1,1,1,0,0,1,0,4,0,19.7,0.0,0.0,0.0,0.0,0.931472081,0
17528,1,38-42,0,8.0,at least some college,3,more than 3 years,4,3,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,326.5,0.0,0.0,0.0,0.0,0.0,1
17529,1,33-37,0,5.0,at least some college,3,less than 1 year,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,10,3,55.57142857,0.285714298,0.0,0.0,0.0,1.0,1
17530,1,23-27,1,8.0,high school diploma,1,more than 3 years,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,10,2,26.84210526,0.105263159,0.0,0.0,0.0,0.039215686,0
17531,0,28-32,0,5.0,high school diploma,2,less than 1 year,9,3,0,5,1,1,0,0,0,1,0,0,0,1,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
17532,1,23-27,0,6.0,high school diploma,1,1-2 years,4,2,0,0,4,1,0,1,1,0,0,0,0,0,0,0,10,0,77.41666667,0.166666672,0.0,0.0,0.0,0.800861141,1
17533,1,18-22,0,7.0,high school diploma,1,less than 1 year,2,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,68.125,0.0,0.0,0.0,0.0,0.144954128,0
17534,1,28-32,0,8.0,less than hs diploma,3,less than 1 year,7,6,2,3,0,4,1,0,0,1,0,0,1,1,0,4,2,1,31.0625,0.25,0.125,0.0,0.0,1.0,0
17535,1,18-22,1,8.0,at least some college,1,1-2 years,4,0,0,2,0,2,0,0,0,0,1,1,0,0,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.979020979,1
17536,0,48 or older,0,3.0,high school diploma,2,1-2 years,5,5,0,2,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.934857143,0
17537,1,48 or older,0,3.0,less than hs diploma,0,more than 3 years,3,6,3,0,0,1,1,0,0,0,0,1,0,1,0,0,10,1,22.8,0.0,0.0,0.0,0.0,1.0,0
17538,1,28-32,0,4.0,less than hs diploma,1,less than 1 year,7,3,1,0,2,2,1,0,1,1,1,1,1,0,0,0,10,0,21.9,0.050000001,0.050000001,0.0,0.0,0.760273973,0
17539,0,38-42,0,8.0,less than hs diploma,3,1-2 years,5,6,2,4,0,3,1,0,1,1,1,0,0,0,0,0,0,0,142.8,0.0,0.0,0.200000003,0.0,0.844537815,1
17540,1,28-32,0,5.0,high school diploma,2,less than 1 year,6,5,1,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17541,0,23-27,0,6.0,at least some college,3,greater than 2 to 3 years,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,56.66666667,0.0,0.0,0.0,0.0,0.788235294,1
17542,1,18-22,0,9.0,less than hs diploma,1,1-2 years,2,1,0,3,0,0,0,0,1,1,1,1,1,0,0,0,8,0,12.85714286,0.0,0.0,0.0,0.0,0.425925926,0
17543,1,38-42,0,3.0,high school diploma,1,less than 1 year,4,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,5,0,24.0625,0.0,0.0,0.0,0.0,0.696103896,0
17544,1,18-22,1,8.0,high school diploma,0,less than 1 year,4,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17545,0,23-27,0,8.0,at least some college,3,1-2 years,5,4,2,2,2,2,0,0,1,0,0,0,1,0,0,1,0,2,85.07692308,0.0,0.0,0.07692308,0.07692308,0.014466546,1
17546,1,23-27,0,8.0,high school diploma,2,less than 1 year,5,6,1,0,2,5,0,0,1,0,0,0,0,0,0,4,5,0,13.78571429,0.107142858,0.0,0.0,0.0,0.0,1
17547,0,28-32,0,9.0,high school diploma,3,1-2 years,5,1,0,2,2,2,0,0,1,1,0,0,0,0,0,0,7,0,84.75,0.0,0.0,0.0,0.0,0.924287119,0
17548,0,23-27,0,5.0,less than hs diploma,0,greater than 2 to 3 years,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,42.64912281,0.0,0.0,0.0,0.0,0.658165364,0
17549,1,18-22,0,8.0,high school diploma,0,less than 1 year,7,6,1,3,2,5,1,1,1,0,1,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1
17550,1,43-47,1,3.0,high school diploma,1,less than 1 year,10,3,1,2,3,4,0,1,1,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
17551,1,23-27,1,5.0,at least some college,2,1-2 years,3,2,2,3,0,0,0,0,1,0,1,0,0,0,0,0,6,0,81.64285714,0.0,0.0,0.0,0.0,1.0,0
17552,0,28-32,0,6.0,high school diploma,2,less than 1 year,3,0,0,0,3,0,0,0,1,0,0,0,1,1,1,4,0,2,0.0,0.0,0.0,0.0,0.0,0.981941309,1
17554,1,38-42,0,4.0,at least some college,0,less than 1 year,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
17555,1,43-47,0,3.0,high school diploma,1,1-2 years,10,6,3,5,5,5,1,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.223602484,1
17556,0,38-42,0,5.0,high school diploma,1,greater than 2 to 3 years,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,153.4,0.0,0.0,0.0,0.0,1.0,0
17557,1,33-37,1,1.0,high school diploma,3,1-2 years,10,6,0,4,4,5,0,0,1,0,0,0,0,0,1,4,0,1,196.3333333,0.0,0.0,0.0,0.0,0.356536503,1
17558,1,33-37,0,6.0,high school diploma,2,1-2 years,7,3,1,3,0,3,1,1,0,1,1,0,0,0,0,0,0,0,39.0625,0.0,0.0,0.0,0.0,0.9568,0
17559,1,23-27,0,9.0,at least some college,0,less than 1 year,5,5,0,2,2,4,0,1,0,0,1,0,0,0,0,0,6,0,32.0,0.333333343,0.0,0.0,0.0,0.510416667,1
17560,1,18-22,1,7.0,high school diploma,3,less than 1 year,6,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56.83333333,0.333333343,0.0,0.0,0.0,0.736070381,1
17561,1,23-27,0,7.0,high school diploma,1,more than 3 years,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,8,0,19.35294118,0.05882353,0.0,0.0,0.0,0.431610942,1
17562,1,33-37,0,6.0,high school diploma,3,1-2 years,5,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
17563,1,28-32,0,1.0,high school diploma,2,less than 1 year,6,6,3,3,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.003067485,1
17564,1,38-42,0,4.0,at least some college,2,more than 3 years,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,277.6666667,0.0,0.0,0.0,0.0,0.422569028,0
17565,1,23-27,0,6.0,less than hs diploma,2,less than 1 year,3,6,0,5,2,2,0,0,1,0,1,0,1,0,1,0,9,3,62.23529412,0.294117659,0.0,0.0,0.0,0.915879017,0
17566,1,48 or older,0,3.0,at least some college,1,greater than 2 to 3 years,2,4,0,0,1,1,0,0,1,1,1,0,0,0,0,0,10,0,72.8,0.0,0.0,0.0,0.0,0.0,0
17567,1,18-22,0,7.0,less than hs diploma,0,greater than 2 to 3 years,6,0,0,3,1,3,0,0,0,1,1,0,0,0,0,4,0,0,50.5,0.1875,0.0,0.0,0.0,0.212871287,1
17568,1,33-37,0,5.0,high school diploma,1,less than 1 year,4,6,0,2,2,5,0,0,1,0,0,0,0,0,0,0,6,2,430.0,0.0,0.0,0.0,0.0,0.0,1
17569,1,18-22,1,7.0,high school diploma,2,greater than 2 to 3 years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109.6666667,0.0,0.0,0.0,0.0,1.0,1
17570,1,18-22,0,9.0,less than hs diploma,0,greater than 2 to 3 years,4,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,3,0,43.6,0.200000003,0.0,0.0,0.0,0.50764526,0
17571,1,33-37,0,8.0,less than hs diploma,2,greater than 2 to 3 years,4,2,0,0,5,2,0,0,1,0,0,0,0,0,0,0,7,1,27.54545455,0.0,0.0,0.0,0.0,1.0,1
17572,1,28-32,0,9.0,less than hs diploma,3,more than 3 years,10,4,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,2,154.4,0.0,0.0,0.0,0.0,0.764248705,1
17573,1,33-37,0,6.0,high school diploma,1,less than 1 year,8,5,0,2,1,5,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.903846154,1
17574,1,18-22,1,10.0,less than hs diploma,2,greater than 2 to 3 years,8,2,1,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
17575,1,18-22,1,8.0,high school diploma,0,less than 1 year,5,2,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,1,169.6666667,0.0,0.0,0.0,0.0,0.756385069,1
17576,1,28-32,0,7.0,at least some college,0,less than 1 year,6,3,0,1,3,2,0,1,1,0,0,0,0,0,1,0,0,1,118.4,0.0,0.0,0.0,0.0,0.469594595,0
17577,1,18-22,0,6.0,high school diploma,0,1-2 years,7,4,1,5,2,1,0,1,0,1,1,0,0,0,0,0,0,1,30.33333333,0.333333343,0.0,0.0,0.0,0.0,1
17578,1,43-47,0,9.0,high school diploma,1,more than 3 years,3,6,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,2,366.3333333,0.0,0.0,0.0,0.0,0.160145587,1
17579,1,28-32,0,10.0,less than hs diploma,3,1-2 years,8,6,1,4,0,5,0,0,1,0,1,0,0,0,0,0,3,3,171.2,0.0,0.0,0.0,0.0,0.190420561,1
17580,1,23-27,0,9.0,at least some college,3,greater than 2 to 3 years,2,6,0,3,1,3,0,0,1,1,1,0,0,0,0,0,7,3,49.58333333,0.083333336,0.0,0.0,0.0,0.500840336,1
17581,0,33-37,0,5.0,high school diploma,2,less than 1 year,2,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,32.2,0.0,0.0,0.200000003,0.0,0.0,0
17582,1,48 or older,0,2.0,high school diploma,0,less than 1 year,7,6,2,3,2,1,0,0,1,0,0,0,0,0,0,0,5,0,344.0,0.0,0.0,0.0,0.0,0.473837209,1
17583,1,28-32,0,5.0,high school diploma,2,greater than 2 to 3 years,3,2,3,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00872093,1
17584,1,28-32,0,5.0,at least some college,1,less than 1 year,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,165.3333333,0.0,0.0,0.0,0.0,0.0,1
17585,1,18-22,1,7.0,high school diploma,1,more than 3 years,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.839285714,1
17586,1,23-27,0,8.0,high school diploma,1,less than 1 year,3,3,0,4,0,1,0,1,1,1,0,0,0,0,0,1,0,1,30.8,0.200000003,0.0,0.0,0.100000001,0.0,1
17587,1,18-22,0,10.0,high school diploma,0,greater than 2 to 3 years,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,10,0,10.13333333,0.266666681,0.0,0.0,0.0,0.993421053,1
17588,1,43-47,0,2.0,high school diploma,3,greater than 2 to 3 years,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10,0,103.0,0.0,0.0,0.0,0.0,0.773462783,0
17591,1,33-37,0,4.0,less than hs diploma,2,more than 3 years,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,14.42222222,0.0,0.0,0.0,0.0,1.0,0
17592,1,23-27,0,6.0,high school diploma,0,more than 3 years,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,10,0,104.0,0.0,0.0,0.0,0.0,0.958333333,0
17593,1,18-22,0,8.0,less than hs diploma,2,less than 1 year,10,1,0,5,5,4,0,1,1,0,0,0,0,1,0,2,3,0,10.88235294,0.0,0.0,0.117647059,0.05882353,1.0,1
17594,1,23-27,0,1.0,at least some college,0,greater than 2 to 3 years,7,5,3,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
17595,1,18-22,0,7.0,high school diploma,1,less than 1 year,3,3,0,2,2,1,0,0,1,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.386404293,1
