,gender_male,gang_affiliated,supervision_risk_score_first,dependents,prior_arrest_episodes_felony,prior_arrest_episodes_misd,prior_arrest_episodes_violent,prior_arrest_episodes_property,prior_arrest_episodes_drug,prior_arrest_episodes_ppviolationcharges,prior_arrest_episodes_dvcharges,prior_arrest_episodes_guncharges,condition_mh_sa,condition_cog_ed,condition_other,violations_electronicmonitoring,violations_instruction,violations_failtoreport,violations_movewithoutpermission,delinquency_reports,program_attendances,residence_changes,avg_days_per_drugtest,drugtests_thc_positive,drugtests_cocaine_positive,drugtests_meth_positive,drugtests_other_positive,percent_days_employed,recidivism_within_3years,age_at_release_18-22,age_at_release_23-27,age_at_release_28-32,age_at_release_33-37,age_at_release_38-42,age_at_release_43-47,age_at_release_48 or older,education_level_at least some college,education_level_high school diploma,education_level_less than hs diploma,prison_years_1-2 years,prison_years_greater than 2 to 3 years,prison_years_less than 1 year,prison_years_more than 3 years
21238,1,1,8.0,3,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,1,59.69230769,0.0,0.0,0.0,0.0,0.009020619,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
21239,0,0,7.0,2,10,4,1,3,5,2,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
21240,1,0,6.0,1,10,6,3,4,4,5,0,0,1,1,0,0,0,0,1,4,1,1,57.66666667,0.333333343,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
21241,1,0,7.0,0,3,2,0,3,0,2,0,1,1,0,1,1,0,0,0,0,6,0,20.23809524,0.0,0.0,0.0,0.0,0.856470588,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
21242,1,0,7.0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.480263158,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
21243,1,1,7.0,3,8,6,3,3,2,3,1,0,1,1,0,0,0,0,0,0,2,2,85.75,0.0,0.0,0.25,0.0,0.174927114,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
21244,1,0,6.0,0,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.26666667,0.0,0.0,0.0,0.0,0.916795069,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
21245,1,0,5.0,3,2,3,0,1,3,0,0,0,1,0,0,0,1,0,0,0,7,0,32.07142857,0.071428575,0.0,0.0,0.0,0.144766147,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
21246,0,0,9.0,1,6,6,0,2,3,3,0,0,1,1,0,0,0,1,0,0,0,0,201.4,0.200000003,0.0,0.0,0.0,0.438927507,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
21247,1,1,10.0,1,4,1,0,1,2,2,0,0,1,0,0,0,0,1,0,4,4,3,50.92857143,0.285714298,0.0,0.142857149,0.071428575,0.03085554,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
21248,1,0,3.0,1,5,2,0,5,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0.0,0.0,0.0,0.0,0.0,0.410852713,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
21249,1,0,6.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.836734694,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
21250,1,0,4.0,2,1,4,0,0,2,0,0,0,1,1,0,0,0,0,0,0,6,0,87.5,0.0,0.0,0.0,0.0,0.91047619,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
21251,0,0,9.0,0,6,4,1,1,3,4,1,1,1,1,0,0,0,0,0,0,0,0,65.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
21252,1,0,9.0,0,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,112.5,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
21253,1,0,6.0,3,5,4,0,4,0,4,0,0,1,1,0,0,0,0,1,1,0,2,267.0,0.0,0.0,0.0,0.0,0.781523096,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
21254,1,0,6.0,2,7,3,0,0,3,5,0,0,1,1,0,0,0,0,0,0,6,0,13.76744186,0.0,0.0,0.0,0.0,0.722972973,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
21255,0,0,3.0,0,4,4,3,0,0,0,1,0,1,1,1,0,0,0,0,0,4,0,64.66666667,0.0,0.0,0.0,0.0,0.862113402,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
21256,0,0,8.0,1,9,1,0,4,3,3,0,0,1,0,0,0,0,0,0,0,0,2,82.0,0.0,0.0,0.0,0.0,0.942073171,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21257,1,0,5.0,3,5,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,10,3,30.31578947,0.0,0.0,0.0,0.105263159,0.482638889,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
21258,1,0,8.0,3,7,3,1,3,2,0,0,1,1,1,0,0,0,0,0,0,6,1,32.6,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
21259,1,0,5.0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,32.9375,0.0,0.0,0.0,0.0,0.495256167,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
21260,1,0,6.0,0,10,6,0,5,3,3,0,0,1,1,0,0,0,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
21261,1,1,6.0,0,7,2,0,2,0,4,0,0,1,0,1,0,1,0,1,4,6,2,0.0,0.0,0.0,0.0,0.0,0.993730408,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21262,1,0,3.0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,50.88888889,0.0,0.0,0.0,0.0,0.648471616,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
21263,1,0,7.0,0,4,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,10,3,112.8235294,0.176470593,0.0,0.0,0.0,0.104796663,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
21264,1,0,6.0,1,3,6,1,2,3,2,1,1,1,1,0,0,0,0,0,0,5,0,44.66666667,0.0,0.0,0.0,0.047619049,0.156716418,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21265,1,0,5.0,1,3,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,6,0,33.77777778,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
21266,1,0,6.0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,4,10,2,43.03571429,0.142857149,0.035714287,0.0,0.0,0.284647303,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
21267,1,1,6.0,3,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
21268,1,0,6.0,2,5,1,0,3,0,2,0,0,1,0,1,0,0,0,0,1,2,1,93.0,0.200000003,0.0,0.0,0.0,0.494623656,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
21269,1,0,7.0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.112676056,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21270,0,0,4.0,3,4,2,1,2,0,1,0,0,1,1,1,0,0,0,0,0,8,1,159.0,0.0,0.0,0.0,0.0,0.962264151,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
21271,1,0,7.0,0,6,6,1,5,1,2,0,0,1,0,1,0,0,0,0,0,0,0,40.5,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
21272,1,0,6.0,3,4,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,6,0,58.4,0.0,0.0,0.0,0.0,0.924657534,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21273,1,0,10.0,0,5,4,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,73.25,0.25,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21274,1,0,9.0,0,9,3,3,5,0,0,0,1,1,1,1,1,0,0,0,1,0,1,43.0,0.047619049,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
21275,1,0,6.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.33333333,0.333333343,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
21276,1,0,7.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,51.375,0.0,0.0,0.0,0.0,0.600973236,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
21277,0,0,9.0,0,4,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,27.47368421,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
21278,1,1,7.0,2,3,3,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,224.8,0.0,0.0,0.0,0.0,0.882562278,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
21279,0,0,10.0,0,6,3,0,0,3,5,0,0,1,1,0,0,0,0,0,0,6,0,33.72727273,0.0,0.0,0.0,0.0,0.121293801,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
21280,1,0,10.0,0,5,1,0,2,2,3,0,0,0,0,0,0,1,1,0,4,4,0,23.25,0.0625,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
21281,1,0,5.0,2,3,2,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
21282,1,0,4.0,2,10,0,3,5,0,5,0,1,1,1,1,0,0,0,0,0,0,1,52.2,0.0,0.0,0.0,0.0,0.448275862,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21283,1,0,3.0,0,4,3,1,4,1,0,0,0,1,1,1,0,0,0,0,0,4,3,83.55555556,0.0,0.0,0.0,0.0,0.877659574,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
21284,1,0,3.0,2,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,111.3333333,0.0,0.0,0.0,0.0,0.541916168,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
21285,1,0,9.0,3,8,6,0,2,5,5,0,0,1,1,0,0,1,0,0,3,10,1,64.39130435,0.130434781,0.043478262,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
21286,1,0,4.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4125,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21287,1,0,8.0,2,10,4,1,4,5,2,0,1,0,1,1,0,0,0,0,0,0,2,62.625,0.0,0.0,0.0,0.0,0.832335329,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
21288,1,0,5.0,2,9,4,1,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
21289,1,0,7.0,3,6,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,327.0,0.0,0.0,0.0,0.0,0.821610601,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21290,0,0,5.0,3,2,2,1,0,2,0,1,0,1,1,0,0,0,0,0,0,10,0,45.375,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
21291,1,0,10.0,0,4,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.0,0.0,0.0,0.0,0.0,0.975801177,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
21292,1,0,8.0,0,2,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38.125,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21293,1,0,6.0,0,6,1,0,2,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21294,0,0,5.0,3,4,2,0,2,0,1,0,0,1,1,0,0,0,0,0,3,0,1,172.3333333,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
21295,1,0,8.0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,37.39130435,0.0,0.0,0.0,0.0,0.679069767,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21296,1,1,7.0,3,7,6,2,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,12.13333333,0.06666667,0.0,0.0,0.0,0.296703297,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
21297,1,0,6.0,1,3,6,0,2,3,1,0,1,1,0,0,0,0,0,0,0,8,1,53.08333333,0.0,0.0,0.0,0.0,0.514913658,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
21298,0,0,3.0,3,10,6,1,5,0,5,0,1,1,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
21299,1,0,7.0,0,4,2,2,1,0,3,0,0,0,1,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
21300,1,0,7.0,1,7,5,1,1,4,5,0,0,0,0,0,0,1,0,0,4,1,2,178.4,0.200000003,0.0,0.0,0.0,0.961883408,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21301,1,1,7.0,1,8,5,1,2,2,5,1,1,1,0,0,0,0,0,0,0,0,0,23.64285714,0.0,0.0,0.0,0.0,0.317220544,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21302,1,0,5.0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
21303,1,0,3.0,2,10,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,57.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
21304,1,0,4.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
21305,1,1,7.0,3,4,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21306,1,0,4.0,1,10,6,1,2,3,5,1,0,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
21307,1,0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.377586207,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
21308,1,0,8.0,3,10,6,1,3,4,5,0,0,1,0,0,0,0,0,0,4,5,1,134.6666667,0.0,0.0,0.333333343,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21309,1,0,7.0,1,3,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,189.4166667,0.0,0.0,0.0,0.0,0.70391553,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
21310,1,0,4.0,3,4,6,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1,126.1666667,0.0,0.0,0.0,0.0,0.581241744,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
21311,1,0,5.0,2,6,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,126.6,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
21312,1,0,6.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,128.8571429,0.0,0.0,0.0,0.0,0.170731707,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
21313,1,1,9.0,3,8,1,1,4,0,5,0,0,1,1,1,0,1,0,0,0,0,3,9.733333333,0.13333334,0.0,0.0,0.0,0.821917808,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
21314,1,0,1.0,2,3,4,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,3,93.71428571,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
21315,1,1,6.0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
21316,0,0,8.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,26.35555556,0.0,0.0,0.0,0.022222223,0.983136594,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
21317,1,0,6.0,1,6,0,2,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,563.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
21318,0,0,5.0,3,7,4,0,4,4,1,0,0,1,0,0,0,0,0,0,0,6,0,20.66666667,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
21319,1,1,5.0,1,7,1,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,62.0,1.0,0.0,0.0,0.0,0.661290323,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21320,1,1,9.0,0,1,2,1,0,0,0,0,0,1,1,1,1,1,0,0,4,5,2,14.91666667,0.166666672,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
21321,1,0,8.0,1,4,0,1,2,1,1,0,0,0,0,0,0,0,0,1,3,0,1,87.66666667,0.333333343,0.0,0.0,0.0,0.410646388,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
21322,1,0,9.0,0,8,6,0,4,0,5,0,0,1,1,0,0,0,0,0,1,2,2,98.6,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
21323,0,0,5.0,0,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.541666667,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21324,1,0,7.0,1,5,5,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21325,1,0,10.0,0,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,4,7,0,28.4,0.200000003,0.0,0.0,0.100000001,0.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
21326,0,0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,73.8,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
21327,1,1,6.0,3,5,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,10,0,25.66666667,0.111111112,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21328,1,0,4.0,3,6,6,3,5,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21329,0,0,5.0,2,4,1,0,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,146.3333333,0.0,0.0,0.0,0.0,0.302961276,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
21330,1,0,2.0,1,4,6,2,1,3,5,1,0,1,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
21331,1,1,8.0,0,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,31.66666667,0.0,0.0,0.0,0.0,0.136842105,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
21332,1,0,9.0,2,4,4,1,3,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21333,1,0,2.0,0,4,4,1,1,1,0,0,1,1,1,0,0,0,0,0,4,10,3,34.57142857,0.0,0.0,0.057142857,0.0,0.670247934,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
21334,1,1,10.0,0,2,1,0,3,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.896341463,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
21335,1,0,7.0,0,4,4,2,5,0,3,0,0,1,0,1,0,0,0,1,4,3,3,0.0,0.0,0.0,0.0,0.0,0.922222222,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21336,1,0,1.0,3,8,2,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
21337,1,0,5.0,3,2,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,3,73.70588235,0.0,0.0,0.0,0.0,0.494014366,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
21338,0,0,9.0,0,3,4,2,3,1,0,1,0,1,1,1,0,0,0,0,0,0,2,44.33333333,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
21339,1,0,6.0,0,2,4,1,1,1,3,0,0,1,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
21340,1,1,7.0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,1,44.16,0.119999997,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
21341,1,0,2.0,0,2,1,0,1,1,1,0,0,1,0,0,0,1,1,0,2,10,1,31.86666667,0.13333334,0.0,0.06666667,0.06666667,0.49790795,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
21342,1,1,8.0,0,7,6,0,1,5,4,0,0,1,1,1,0,0,0,0,0,6,1,40.33333333,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
21343,1,1,10.0,3,6,1,0,5,0,1,0,1,1,0,0,0,0,0,0,0,10,0,26.73333333,0.13333334,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
21344,1,1,6.0,0,2,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21345,1,1,8.0,3,10,6,0,5,5,5,0,1,1,1,0,1,0,0,0,4,10,3,23.78333333,0.033333335,0.0,0.016666668,0.0,0.370707779,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21346,1,0,7.0,0,5,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,205.6666667,0.0,0.0,0.0,0.0,0.061588331,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21347,1,1,6.0,3,6,6,3,0,2,5,0,1,0,0,0,1,0,0,0,4,10,1,22.69230769,0.07692308,0.0,0.0,0.0,0.352542373,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21348,0,0,8.0,1,4,4,0,2,2,4,0,1,1,0,1,0,0,0,0,1,2,0,19.3,0.150000006,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21349,1,0,6.0,3,3,2,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,360.5,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
21350,1,0,7.0,1,3,2,2,0,1,1,0,0,1,0,1,0,1,0,1,0,10,0,283.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21351,1,0,10.0,1,10,6,3,5,5,5,1,1,1,1,0,0,0,0,1,4,0,3,93.58333333,0.0,0.0,0.0,0.0,0.823686554,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
21352,1,0,10.0,0,10,6,3,5,2,5,0,1,1,1,0,0,0,0,0,2,10,0,79.6,0.0,0.0,0.0,0.0,0.41959799,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
21353,0,0,6.0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
21354,1,1,10.0,0,2,1,1,2,0,0,0,0,1,1,1,0,1,0,1,4,0,0,71.0,0.333333343,0.0,0.0,0.0,0.018779343,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
21355,1,0,5.0,3,4,4,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,17.4,0.0,0.0,0.0,0.0,0.988505747,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21356,1,0,5.0,3,10,3,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,60.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
21357,1,0,5.0,1,8,3,0,2,2,4,0,0,0,0,1,0,0,0,0,4,0,0,41.6,0.100000001,0.0,0.0,0.0,0.555288462,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21358,1,0,5.0,2,3,6,2,0,5,1,1,0,1,0,0,0,0,0,0,0,10,0,93.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21359,1,0,9.0,0,3,3,0,0,3,1,0,0,0,0,1,0,0,0,0,0,6,1,39.85714286,0.142857149,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
21360,1,0,3.0,3,4,6,2,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,65.625,0.0,0.0,0.0,0.0,0.95047619,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
21361,0,0,7.0,1,7,3,0,3,4,3,0,0,1,0,0,0,0,0,1,4,1,3,29.8125,0.03125,0.0,0.09375,0.03125,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
21362,1,0,6.0,0,2,1,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,2,109.0,0.0,0.0,0.0,0.0,0.943119266,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
21363,0,0,5.0,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,8,3,149.4285714,0.142857149,0.142857149,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
21364,1,1,5.0,3,3,1,1,0,1,2,1,0,1,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21365,1,0,2.0,3,5,6,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,169.6,0.0,0.0,0.0,0.0,0.943396226,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
